"System","File","Line","UsageKind","FreeCallPresentInFile","Evidence"
"System:Commands","Data/Scripts/System/Commands/Implementors/AreaCommandImplementor.cs","53","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable;"
"System:Commands","Data/Scripts/System/Commands/Implementors/AreaCommandImplementor.cs","56","RangeScan","Yes","eable = map.GetObjectsInBounds(rect);"
"System:Commands","Data/Scripts/System/Commands/Implementors/AreaCommandImplementor.cs","58","RangeScan","Yes","eable = map.GetItemsInBounds(rect);"
"System:Commands","Data/Scripts/System/Commands/Player/CorpseSearch.cs","59","DirectForeachRangeScan","No","foreach (Item body in from.GetItemsInRange(range))"
"System:Commands","Data/Scripts/System/Commands/Player/MoonSearch.cs","58","DirectForeachRangeScan","No","foreach (Item lunar in from.GetItemsInRange(range))"
"System:Misc","Data/Scripts/System/Misc/Build.cs","37179","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable;"
"System:Misc","Data/Scripts/System/Misc/Build.cs","37183","RangeScan","Yes","eable = map.GetItemsInRange(new Point3D(x, y, z), 1);"
"System:Misc","Data/Scripts/System/Misc/Build.cs","37219","RangeScan","Yes","eable = map.GetItemsInRange(new Point3D(x, y, z), 0);"
"System:Misc","Data/Scripts/System/Misc/Build.cs","37247","RangeScan","Yes","eable = map.GetItemsInRange(new Point3D(x, y, z), 0);"
"System:Misc","Data/Scripts/System/Misc/Build.cs","37264","RangeScan","Yes","eable = map.GetItemsInRange(new Point3D(x, y, z), 0);"
"System:Misc","Data/Scripts/System/Misc/Build.cs","37310","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = maps[j].GetItemsInRange(loc, 1);"
"System:Misc","Data/Scripts/System/Misc/Build.cs","86769","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(loc, 0);"
"System:Misc","Data/Scripts/System/Misc/Death.cs","892","DirectForeachRangeScan","No","foreach (Mobile healer in from.GetMobilesInRange(range))"
"System:Misc","Data/Scripts/System/Misc/Death.cs","931","DirectForeachRangeScan","No","foreach (Item shrine in from.GetItemsInRange(range))"
"System:Misc","Data/Scripts/System/Misc/Party.cs","689","DirectForeachRangeScan","No","foreach (NetState ns in from.GetClientsInRange(8))"
"System:Misc","Data/Scripts/System/Misc/Spawning.cs","1468","DirectForeachRangeScan","No","foreach (Item item in m.GetItemsInRange(10))"
"System:Misc","Data/Scripts/System/Misc/World.cs","709","DirectForeachRangeScan","No","foreach (Item boatman in m.GetItemsInRange(15))"
"System:Misc","Data/Scripts/System/Misc/World.cs","731","DirectForeachRangeScan","No","foreach (Item boatman in i.GetItemsInRange(15))"
"System:Misc","Data/Scripts/System/Misc/World.cs","747","DirectForeachRangeScan","No","foreach (Mobile landlover in m.GetMobilesInRange(50))"
"System:Obsolete","Data/Scripts/System/Obsolete/HerbalistCauldron.cs","431","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(from.Location, range);"
"System:Obsolete","Data/Scripts/System/Obsolete/MixingCauldron.cs","448","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(from.Location, range);"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","2296","DirectForeachRangeScan","Yes","foreach (Item item in m.GetItemsInRange(p, 0))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","3569","DirectForeachRangeScan","Yes","foreach (Mobile mob in from.Mobile.GetMobilesInRange(6))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","3653","DirectForeachRangeScan","Yes","foreach (Mobile mob in from.Mobile.GetMobilesInRange(6))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","5081","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = Map.GetClientsInRange(Location);"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","9926","DirectForeachRangeScan","Yes","foreach (Item item in e.Mobile.GetItemsInRange(2))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","10455","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable;"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","10458","RangeScan","Yes","eable = mob.GetMobilesInRange(range);"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","10460","RangeScan","Yes","eable = mob.GetItemsInRange(range);"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","10479","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = mob.GetObjectsInRange(range);"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","15455","DirectForeachRangeScan","Yes","foreach (Item item in facet.GetItemsInRange(loc, 0))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","15522","DirectForeachRangeScan","Yes","foreach (Item splash in this.GetItemsInRange(10))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","15722","DirectForeachRangeScan","Yes","foreach (Mobile m in this.GetMobilesInRange(2))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","17254","DirectForeachRangeScan","Yes","foreach (Mobile m in m_Mobile.GetMobilesInRange(12))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","36262","DirectForeachRangeScan","Yes","foreach (Mobile m in this.GetMobilesInRange(2))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","37695","DirectForeachRangeScan","Yes","foreach (Item tome in from.GetItemsInRange(10))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","37766","DirectForeachRangeScan","Yes","foreach (Mobile who in from.GetMobilesInRange(10))"
"System:Obsolete","Data/Scripts/System/Obsolete/Obsolete.cs","37897","DirectForeachRangeScan","Yes","foreach (Mobile who in from.GetMobilesInRange(10))"
"System:Obsolete","Data/Scripts/System/Obsolete/Sphinx.cs","103","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"System:Regions","Data/Scripts/System/Regions/GuardedRegion.cs","203","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = focus.GetMobilesInRange(8);"
"System:Regions","Data/Scripts/System/Regions/GuardedRegion.cs","317","DirectForeachRangeScan","Yes","foreach (Mobile v in m.GetMobilesInRange(8))"
"System:Regions","Data/Scripts/System/Regions/GuardedRegion.cs","375","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = Map.GetMobilesInRange(p, 14);"
"System:Skills","Data/Scripts/System/Skills/Hiding.cs","85","DirectForeachRangeScan","No","foreach (Mobile check in m.GetMobilesInRange(range))"
"System:Skills","Data/Scripts/System/Skills/Peacemaking.cs","108","DirectForeachRangeScan","No","foreach (Mobile m in from.GetMobilesInRange(range))"
"System:Skills","Data/Scripts/System/Skills/Searching.cs","69","ExplicitIPooledEnumerable","Yes","IPooledEnumerable inRange = src.Map.GetMobilesInRange(p, range);"
"System:Skills","Data/Scripts/System/Skills/Searching.cs","94","ExplicitIPooledEnumerable","Yes","IPooledEnumerable TitemsInRange = src.Map.GetItemsInRange(p, range);"
"System:Skills","Data/Scripts/System/Skills/Snooping.cs","99","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(from.Location, 8);"
"System:Skills","Data/Scripts/System/Skills/Spiritualism.cs","168","DirectForeachRangeScan","No","foreach (Item item in Caster.GetItemsInRange(3))"
"System:Skills","Data/Scripts/System/Skills/Stealing.cs","246","DirectForeachRangeScan","No","foreach (Mobile m in m_Thief.GetMobilesInRange(10))"
"System:Skills","Data/Scripts/System/Skills/Stealing.cs","484","DirectForeachRangeScan","No","foreach (NetState ns in m_Thief.GetClientsInRange(8))"
"System:Skills","Data/Scripts/System/Skills/Tracking.cs","573","DirectForeachRangeScan","No","foreach (Mobile m in from.GetMobilesInRange(range))"
"System:Skills","Data/Scripts/System/Skills/Weapon Abilities/FrenziedWhirlwind.cs","51","DirectForeachRangeScan","No","foreach (Mobile m in attacker.GetMobilesInRange(1))"
"System:Skills","Data/Scripts/System/Skills/Weapon Abilities/LightningArrow.cs","50","DirectForeachRangeScan","No","foreach (Mobile m in defender.GetMobilesInRange(1))"
"System:Skills","Data/Scripts/System/Skills/Weapon Abilities/WhirlwindAttack.cs","45","DirectForeachRangeScan","No","foreach (Mobile m in attacker.GetMobilesInRange(1))"
"System:Skills","Data/Scripts/System/Skills/Weapon Abilities/Extra/DoubleWhirlwindAttack.cs","39","DirectForeachRangeScan","No","foreach (Mobile m in attacker.GetMobilesInRange(1))"
"Trades:Apiculture","Data/Scripts/Trades/Apiculture/BeeHiveAddon.cs","574","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(Location, Range);"
"Trades:Apiculture","Data/Scripts/Trades/Apiculture/BeeHiveAddon.cs","598","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(Location, Range);"
"Trades:Apiculture","Data/Scripts/Trades/Apiculture/beehivehelper.cs","154","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(from.Location, 2);"
"Trades:Core","Data/Scripts/Trades/Core/CraftItem.cs","509","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(from.Location, 2);"
"Trades:Crafting","Data/Scripts/Trades/Crafting/DefBlacksmithy.cs","113","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(from.Location, range);"
"Trades:Guild","Data/Scripts/Trades/Guild/GuildCarpentry.cs","36","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(20))"
"Trades:Guild","Data/Scripts/Trades/Guild/GuildCarpentry.cs","41","DirectForeachRangeScan","No","foreach (Item i in this.GetItemsInRange(20))"
"Trades:Guild","Data/Scripts/Trades/Guild/GuildFletching.cs","36","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(20))"
"Trades:Guild","Data/Scripts/Trades/Guild/GuildFletching.cs","41","DirectForeachRangeScan","No","foreach (Item i in this.GetItemsInRange(20))"
"Trades:Guild","Data/Scripts/Trades/Guild/GuildHammer.cs","35","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(20))"
"Trades:Guild","Data/Scripts/Trades/Guild/GuildHammer.cs","40","DirectForeachRangeScan","No","foreach (Item i in this.GetItemsInRange(20))"
"Trades:Guild","Data/Scripts/Trades/Guild/GuildSewing.cs","40","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(20))"
"Trades:Guild","Data/Scripts/Trades/Guild/GuildSewing.cs","45","DirectForeachRangeScan","No","foreach (Item i in this.GetItemsInRange(20))"
"Trades:Guild","Data/Scripts/Trades/Guild/GuildTinkering.cs","36","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(20))"
"Trades:Guild","Data/Scripts/Trades/Guild/GuildTinkering.cs","41","DirectForeachRangeScan","No","foreach (Item i in this.GetItemsInRange(20))"
"Trades:Harvest","Data/Scripts/Trades/Harvest/HarvestSystem.cs","924","DirectForeachRangeScan","No","foreach (Item obj in m.GetItemsInRange(0))"
"ServerCore","Data/System/Source/Effects.cs","72","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(new Point3D(p));"
"ServerCore","Data/System/Source/Effects.cs","113","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(e.Location);"
"ServerCore","Data/System/Source/Effects.cs","233","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(e.Location);"
"ServerCore","Data/System/Source/Effects.cs","363","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(target.Location);"
"ServerCore","Data/System/Source/Effects.cs","626","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(from.Location);"
"ServerCore","Data/System/Source/Effects.cs","690","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(origin);"
"ServerCore","Data/System/Source/Effects.cs","711","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(new Point3D(origin));"
"ServerCore","Data/System/Source/Item.cs","1652","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange("
"ServerCore","Data/System/Source/Item.cs","1696","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange("
"ServerCore","Data/System/Source/Item.cs","1719","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable;"
"ServerCore","Data/System/Source/Item.cs","1725","RangeScan","Yes","eable = m_Map.GetClientsInRange(oldLocation, GetMaxUpdateRange());"
"ServerCore","Data/System/Source/Item.cs","1750","RangeScan","Yes","eable = m_Map.GetClientsInRange(m_Location, GetMaxUpdateRange());"
"ServerCore","Data/System/Source/Item.cs","2113","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange("
"ServerCore","Data/System/Source/Item.cs","2530","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetObjectsInRange(int range)"
"ServerCore","Data/System/Source/Item.cs","2538","RangeScan","Yes","return map.GetObjectsInRange(m_Location, range);"
"ServerCore","Data/System/Source/Item.cs","2540","RangeScan","Yes","return map.GetObjectsInRange(GetWorldLocation(), range);"
"ServerCore","Data/System/Source/Item.cs","2543","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetItemsInRange(int range)"
"ServerCore","Data/System/Source/Item.cs","2551","RangeScan","Yes","return map.GetItemsInRange(m_Location, range);"
"ServerCore","Data/System/Source/Item.cs","2553","RangeScan","Yes","return map.GetItemsInRange(GetWorldLocation(), range);"
"ServerCore","Data/System/Source/Item.cs","2556","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetMobilesInRange(int range)"
"ServerCore","Data/System/Source/Item.cs","2564","RangeScan","Yes","return map.GetMobilesInRange(m_Location, range);"
"ServerCore","Data/System/Source/Item.cs","2566","RangeScan","Yes","return map.GetMobilesInRange(GetWorldLocation(), range);"
"ServerCore","Data/System/Source/Item.cs","2569","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetClientsInRange(int range)"
"ServerCore","Data/System/Source/Item.cs","2577","RangeScan","Yes","return map.GetClientsInRange(m_Location, range);"
"ServerCore","Data/System/Source/Item.cs","2579","RangeScan","Yes","return map.GetClientsInRange(GetWorldLocation(), range);"
"ServerCore","Data/System/Source/Item.cs","5183","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(worldLoc, GetMaxUpdateRange());"
"ServerCore","Data/System/Source/Item.cs","5239","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange("
"ServerCore","Data/System/Source/Item.cs","5273","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(worldLoc, GetMaxUpdateRange());"
"ServerCore","Data/System/Source/Item.cs","5378","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(worldLoc, GetMaxUpdateRange());"
"ServerCore","Data/System/Source/Item.cs","5435","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(worldLoc, GetMaxUpdateRange());"
"ServerCore","Data/System/Source/Item.cs","5591","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable;"
"ServerCore","Data/System/Source/Item.cs","5597","RangeScan","Yes","eable = m_Map.GetClientsInRange(oldLocation, GetMaxUpdateRange());"
"ServerCore","Data/System/Source/Item.cs","5620","RangeScan","Yes","eable = m_Map.GetClientsInRange(m_Location, GetMaxUpdateRange());"
"ServerCore","Data/System/Source/Item.cs","6029","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(p, 0);"
"ServerCore","Data/System/Source/Item.cs","6216","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(worldLoc, GetMaxUpdateRange());"
"ServerCore","Data/System/Source/Map.cs","43","ExplicitIPooledEnumerable","Yes","public interface IPooledEnumerable : IEnumerable"
"ServerCore","Data/System/Source/Map.cs","50","ExplicitIPooledEnumerable","Yes","IPooledEnumerable Enumerable { get; set; }"
"ServerCore","Data/System/Source/Map.cs","243","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetObjectsInRange(Point3D p)"
"ServerCore","Data/System/Source/Map.cs","253","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetObjectsInRange(Point3D p, int range)"
"ServerCore","Data/System/Source/Map.cs","266","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetObjectsInBounds(Rectangle2D bounds)"
"ServerCore","Data/System/Source/Map.cs","274","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetClientsInRange(Point3D p)"
"ServerCore","Data/System/Source/Map.cs","288","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetClientsInRange(Point3D p, int range)"
"ServerCore","Data/System/Source/Map.cs","302","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetClientsInBounds(Rectangle2D bounds)"
"ServerCore","Data/System/Source/Map.cs","312","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetItemsInRange(Point3D p)"
"ServerCore","Data/System/Source/Map.cs","326","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetItemsInRange(Point3D p, int range)"
"ServerCore","Data/System/Source/Map.cs","340","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetItemsInBounds(Rectangle2D bounds)"
"ServerCore","Data/System/Source/Map.cs","350","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetMobilesInRange(Point3D p)"
"ServerCore","Data/System/Source/Map.cs","364","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetMobilesInRange(Point3D p, int range)"
"ServerCore","Data/System/Source/Map.cs","378","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetMobilesInBounds(Rectangle2D bounds)"
"ServerCore","Data/System/Source/Map.cs","389","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetMultiTilesAt(int x, int y)"
"ServerCore","Data/System/Source/Map.cs","595","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = GetItemsInRange(new Point3D(x, y, 0), 0);"
"ServerCore","Data/System/Source/Map.cs","1164","ExplicitIPooledEnumerable","Yes","public class NullEnumerable : IPooledEnumerable"
"ServerCore","Data/System/Source/Map.cs","1198","ExplicitIPooledEnumerable","Yes","private class PooledEnumerable : IPooledEnumerable, IDisposable"
"ServerCore","Data/System/Source/Map.cs","1209","ExplicitIPooledEnumerable","Yes","private IPooledEnumerable m_Enumerable;"
"ServerCore","Data/System/Source/Map.cs","1213","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable Enumerable"
"ServerCore","Data/System/Source/Map.cs","1316","ExplicitIPooledEnumerable","Yes","private IPooledEnumerable m_Enumerable;"
"ServerCore","Data/System/Source/Map.cs","1318","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable Enumerable"
"ServerCore","Data/System/Source/Map.cs","1366","ExplicitIPooledEnumerable","Yes","IPooledEnumerable enumerable = m_Enumerable;"
"ServerCore","Data/System/Source/Map.cs","1482","ExplicitIPooledEnumerable","Yes","private IPooledEnumerable m_Enumerable;"
"ServerCore","Data/System/Source/Map.cs","1484","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable Enumerable"
"ServerCore","Data/System/Source/Map.cs","1582","ExplicitIPooledEnumerable","Yes","IPooledEnumerable enumerable = m_Enumerable;"
"ServerCore","Data/System/Source/Map.cs","1610","ExplicitIPooledEnumerable","Yes","private IPooledEnumerable m_Enumerable;"
"ServerCore","Data/System/Source/Map.cs","1612","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable Enumerable"
"ServerCore","Data/System/Source/Map.cs","1655","ExplicitIPooledEnumerable","Yes","IPooledEnumerable enumerable = m_Enumerable;"
"ServerCore","Data/System/Source/Map.cs","1776","ExplicitIPooledEnumerable","Yes","private IPooledEnumerable m_Enumerable;"
"ServerCore","Data/System/Source/Map.cs","1778","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable Enumerable"
"ServerCore","Data/System/Source/Map.cs","1832","ExplicitIPooledEnumerable","Yes","IPooledEnumerable enumerable = m_Enumerable;"
"ServerCore","Data/System/Source/Map.cs","2165","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = GetItemsInRange(point, 0);"
"ServerCore","Data/System/Source/Map.cs","2225","ExplicitIPooledEnumerable","Yes","IPooledEnumerable area = GetItemsInBounds(rect);"
"ServerCore","Data/System/Source/Mobile.cs","3527","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetObjectsInRange("
"ServerCore","Data/System/Source/Mobile.cs","4214","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","4584","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(from.Location);"
"ServerCore","Data/System/Source/Mobile.cs","4741","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","4992","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetItemsInRange(int range)"
"ServerCore","Data/System/Source/Mobile.cs","4999","RangeScan","Yes","return map.GetItemsInRange(m_Location, range);"
"ServerCore","Data/System/Source/Mobile.cs","5002","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetObjectsInRange(int range)"
"ServerCore","Data/System/Source/Mobile.cs","5009","RangeScan","Yes","return map.GetObjectsInRange(m_Location, range);"
"ServerCore","Data/System/Source/Mobile.cs","5012","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetMobilesInRange(int range)"
"ServerCore","Data/System/Source/Mobile.cs","5019","RangeScan","Yes","return map.GetMobilesInRange(m_Location, range);"
"ServerCore","Data/System/Source/Mobile.cs","5022","ExplicitIPooledEnumerable","Yes","public IPooledEnumerable GetClientsInRange(int range)"
"ServerCore","Data/System/Source/Mobile.cs","5029","RangeScan","Yes","return map.GetClientsInRange(m_Location, range);"
"ServerCore","Data/System/Source/Mobile.cs","5094","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetObjectsInRange(m_Location, range);"
"ServerCore","Data/System/Source/Mobile.cs","5588","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","7318","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","7582","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","7859","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","7882","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetObjectsInRange("
"ServerCore","Data/System/Source/Mobile.cs","8133","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetObjectsInRange("
"ServerCore","Data/System/Source/Mobile.cs","9265","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","10322","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetClientsInRange(oldLocation);"
"ServerCore","Data/System/Source/Mobile.cs","10345","RangeScan","Yes","eable = map.GetObjectsInRange(newLocation, Core.GlobalMaxUpdateRange);"
"ServerCore","Data/System/Source/Mobile.cs","10441","RangeScan","Yes","eable = map.GetClientsInRange(newLocation);"
"ServerCore","Data/System/Source/Mobile.cs","11256","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","11984","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m.Map.GetClientsInRange(m.m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","12277","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","12334","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","12390","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","12499","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/Mobile.cs","12535","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Map.GetClientsInRange(m_Location);"
"ServerCore","Data/System/Source/TileMatrix.cs","280","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m_Owner.GetMultiTilesAt(x, y);"
