"Command","AccessLevel","Handler","File","Line","System","Guards","Risk","DuplicateCommandCount","RegistrationLine"
"","","","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","19","Boats","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","24","Boats","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","29","Boats","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/BondInfo/BondInfo.cs","14","Custom:BondInfo","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/ChangeSeason/ChangeSeason.cs","12","Custom:ChangeSeason","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Character Swap/CharacterSwap.cs","14","Custom:Character Swap","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/ClearDeckCommand/ClearDeckCommand.cs","15","Custom:ClearDeckCommand","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CheckClonesCommand.cs","19","Clone Offline Player Characters","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Government System/CityUpgradeSystem.cs","17","Government","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Government System/Commands/AdminAdd.cs","16","Government","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Government System/Commands/FindCities.cs","16","Government","AccessGuard;NullGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Government System/Commands/GovernmentTestingCommand.cs","16","Government","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Government System/Commands/GovHelp.cs","16","Government","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Government System/Items/Stones/CityManagementStone.cs","465","Government","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Government System/Vendor/CityPlayerVendor.cs","68","Government","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Government System/Vendor/CityPlayerVendor.cs","73","Government","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","14","Government","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","0","CommandSystem.Register("
"Clone","","Clone_OnCommand","Data/Scripts/Custom/NPC Control/CloneCommands.cs","21","Clone Offline Player Characters","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","1","CommandSystem.Register(""Clone"", accessLevel, new CommandEventHandler(Clone_OnCommand));"
"","","","Data/Scripts/Custom/NPC Control/CloneCommands.cs","22","Clone Offline Player Characters","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/NPC Control/StaffCommands/CloneMe.cs","17","Clone Offline Player Characters","AccessGuard;DeletedGuard;NullGuard","Medium","0","CommandSystem.Register("
"GmMe","","GmMe_OnCommand","Data/Scripts/Custom/NPC Control/StaffCommands/GmMe.cs","14","Custom:NPC Control","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","1","CommandSystem.Register(""GmMe"", accessLevel, new CommandEventHandler(GmMe_OnCommand));"
"","","","Data/Scripts/Custom/NPC Control/StaffCommands/HearAll.cs","15","Custom:NPC Control","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/NPC Control/StaffCommands/Refresh.cs","14","Custom:NPC Control","AccessGuard;DeletedGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/NPC Control/StaffCommands/SayThis.cs","16","Custom:NPC Control","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"NudgeSelfDown","GameMaster","NudgeSelfDown_OnCommand","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ClientCommands.cs","15","Custom:OrbRemoteServer","AccessGuard;BoundsGuard;DeletedGuard;NullGuard","High","1","CommandSystem.Register(""NudgeSelfDown"", AccessLevel.GameMaster, new CommandEventHandler(NudgeSelfDown_OnCommand));"
"NudgeSelfUp","GameMaster","NudgeSelfUp_OnCommand","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ClientCommands.cs","16","Custom:OrbRemoteServer","AccessGuard;BoundsGuard;DeletedGuard;NullGuard","High","1","CommandSystem.Register(""NudgeSelfUp"", AccessLevel.GameMaster, new CommandEventHandler(NudgeSelfUp_OnCommand));"
"MRemove","GameMaster","MultiRemove_OnCommand","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ClientCommands.cs","55","Custom:OrbRemoteServer","AccessGuard;BoundsGuard;DeletedGuard;NullGuard","High","1","CommandSystem.Register(""MRemove"", AccessLevel.GameMaster, new CommandEventHandler(MultiRemove_OnCommand));"
"","","","Data/Scripts/Custom/Player Range Sensitive Mod/setdeactivation.cs","15","Custom:Player Range Sensitive Mod","AccessGuard;BoundsGuard;RangeGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Point Command [2.0]/Point.cs","15","Custom:Point Command [2.0]","AccessGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelCommands.cs","14","Character Level","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelCommands.cs","20","Character Level","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/PvE/RandomEncounters/Commands.cs","23","Custom:PvE","AccessGuard;BoundsGuard","Medium","0","Server.Commands.CommandSystem.Register("
"","","","Data/Scripts/Custom/PvPConsent/Gumps/PKNONPKGUMP.cs","89","PvP Consent","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Searches/Commands.cs","23","Custom:Searches","AccessGuard;BoundsGuard;MapGuard","Medium","0","Server.Commands.CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","13","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/StaticGump(Alternative).cs","23","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddAnimation.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddArch.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddCooking.cs","18","Homestead","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddCustom.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddDeco.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddDungeon.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/addfence.cs","13","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/addfloor.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddFurniture.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddGear.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddGround.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddLight.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddMisc.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddNature.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/addplants.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/addrock.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/addroof.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddSignPost.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddStairGump.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddWallGump.cs","18","Static Gump Tool","AccessGuard;BoundsGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/TellAFriend/TellAFriend.cs","416","Custom:TellAFriend","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Commands/AddGrapevines.cs","20","Homestead","AccessGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Cooking/Package Systems/HungerGump/HungerGump.cs","22","Homestead","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Cooking/Package Systems/HungerGump/HungerGump.cs","27","Homestead","AccessGuard;StateGuard","Medium","0","CommandSystem.Register("
"Vote","Player","","Data/Scripts/Custom/Voting/VoteCommand.cs","18","Custom:Voting","AccessGuard;BoundsGuard;DeletedGuard;NullGuard","Medium","1","CommandSystem.Register(""Vote"", AccessLevel.Player, Vote_OnCommand);"
"VoteConfig","GameMaster","","Data/Scripts/Custom/Voting/VoteCommand.cs","19","Custom:Voting","AccessGuard;BoundsGuard;DeletedGuard;NullGuard","High","1","CommandSystem.Register(""VoteConfig"", AccessLevel.GameMaster, VoteConfig_OnCommand);"
"VoteInstance","GameMaster","","Data/Scripts/Custom/Voting/VoteCommand.cs","20","Custom:Voting","AccessGuard;BoundsGuard;DeletedGuard;NullGuard","High","1","CommandSystem.Register(""VoteInstance"", AccessLevel.GameMaster, VoteInstance_OnCommand);"
"","","","Data/Scripts/Custom/XMLSpawner/ItemFlags.cs","17","XMLSpawner","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/ItemFlags.cs","22","XMLSpawner","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4302","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register(newname, access, e.Handler);"
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4491","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4496","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4501","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4506","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4511","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4516","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4521","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4527","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4532","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4539","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4544","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4550","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4555","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4560","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4565","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4570","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4575","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4580","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4585","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4590","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4595","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4600","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4605","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4610","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4615","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4620","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"XmlSet","GameMaster","XmlSetValue_OnCommand","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4626","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","1","//CommandSystem.Register( ""XmlSet"", AccessLevel.GameMaster, new CommandEventHandler( XmlSetValue_OnCommand ) );"
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4627","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4632","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4637","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"TagList","Administrator","ShowTagList_OnCommand","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4642","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","1","//CommandSystem.Register( ""TagList"", AccessLevel.Administrator, new CommandEventHandler( ShowTagList_OnCommand ) );"
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4645","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4650","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4655","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"ItemAtt","GameMaster","ListItemAttachments_OnCommand","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","192","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","1","//CommandSystem.Register( ""ItemAtt"", AccessLevel.GameMaster, new CommandEventHandler( ListItemAttachments_OnCommand ) );"
"MobAtt","GameMaster","ListMobileAttachments_OnCommand","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","193","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","1","//CommandSystem.Register( ""MobAtt"", AccessLevel.GameMaster, new CommandEventHandler( ListMobileAttachments_OnCommand ) );"
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","194","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"DelAtt","GameMaster","DeleteAttachments_OnCommand","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","199","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","1","//CommandSystem.Register( ""DelAtt"", AccessLevel.GameMaster, new CommandEventHandler( DeleteAttachments_OnCommand ) );"
"TrigAtt","GameMaster","ActivateAttachments_OnCommand","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","200","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","1","//CommandSystem.Register( ""TrigAtt"", AccessLevel.GameMaster, new CommandEventHandler( ActivateAttachments_OnCommand ) );"
"AddAtt","GameMaster","AddAttachment_OnCommand","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","201","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","1","//CommandSystem.Register( ""AddAtt"", AccessLevel.GameMaster, new CommandEventHandler( AddAttachment_OnCommand ) );"
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","204","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttach/Gumps/XmlGetAttachGump.cs","65","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlDialog.cs","2040","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlDialog.cs","2045","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","784","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","789","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","794","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","799","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","804","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","809","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","814","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","819","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","824","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
"","","","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","829","XMLSpawner","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","0","CommandSystem.Register("
