"Path","Root","PrimaryRole","SecondaryRoles","System","Namespace","Types","IncludedInScriptsProject","ProjectTruthAction","Commands","Hooks","SerializedTypes","Gumps","ConfigData","Evidence"
"Data/Scripts/Custom/Book Publisher [2.0]/Publisher.cs","Custom","Persistence","","Custom:Book Publisher [2.0]","Server.Mobiles","class:Publisher","True","Keep","","OnSpeech","class:Publisher","","","serialization marker"
"Data/Scripts/Custom/Book Publisher [2.0]/SBPublisher.cs","Custom","Unknown","","Custom:Book Publisher [2.0]","Server.Mobiles","class:SBPublisher;class:InternalBuyInfo;class:InternalSellInfo","True","Keep","","","","","","no Phase 1 marker or path classifier matched"
"Data/Scripts/Custom/Book Publisher [2.0]/XmlBook.cs","Custom","Unknown","","Custom:Book Publisher [2.0]","Server.Engines.Publisher","class:XmlBook;class:Content;class:Contributor","True","Keep","","","","","*.xml","no Phase 1 marker or path classifier matched"
"Data/Scripts/Custom/CEO's GM Hiding Stone [2.0]/gmhidingstone.cs","Custom","StartupWiring","Persistence;StaffTooling","Custom:CEO's GM Hiding Stone [2.0]","Server.Items","enum:StoneEffect;class:GMHidingStone;class:FireStormTimer","True","Keep","","CustomTimerSubclass;Timer.DelayCall","enum:StoneEffect;class:GMHidingStone;class:FireStormTimer","","","serialization marker; staff/event tooling path marker; startup/event/timer/world marker"
"Data/Scripts/Custom/Champions/Items/PlagueBeastBackpack.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Items","class:PlagueBeastBackpack","True","Keep","","","class:PlagueBeastBackpack","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Items/PlagueBeastBlood.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Items","class:PlagueBeastBlood","True","Keep","","Timer.DelayCall","class:PlagueBeastBlood","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Items/PlagueBeastGland.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Items","class:PlagueBeastGland","True","Keep","","","class:PlagueBeastGland","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Items/PlagueBeastHeart.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Items","class:PlagueBeastHeart;class:InternalTimer","True","Keep","","CustomTimerSubclass","class:PlagueBeastHeart;class:InternalTimer","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Items/PlagueBeastInnard.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Items","class:PlagueBeastInnard;class:PlagueBeastComponent","True","Keep","","","class:PlagueBeastInnard;class:PlagueBeastComponent","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Items/PlagueBeastMutationCore.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Items","class:PlagueBeastMutationCore","True","Keep","","","class:PlagueBeastMutationCore","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Items","class:PlagueBeastOrgan;class:PlagueBeastMaidenOrgan;class:PlagueBeastRockOrgan;class:PlagueBeastRubbleOrgan;class:PlagueBeastBackupOrgan;class:PlagueBeastMainOrgan","True","Keep","","Timer.DelayCall","class:PlagueBeastOrgan;class:PlagueBeastMaidenOrgan;class:PlagueBeastRockOrgan;class:PlagueBeastRubbleOrgan;class:PlagueBeastBackupOrgan;class:PlagueBeastMainOrgan","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Items/PlagueBeastVein.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Items","class:PlagueBeastVein","True","Keep","","","class:PlagueBeastVein","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Items/UnholyBone.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Items","class:UnholyBone;class:SpawnTimer","True","Keep","","CustomTimerSubclass","class:UnholyBone;class:SpawnTimer","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Adimarchus.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Adimarchus","True","Keep","","","class:Adimarchus","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Bahamut.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Bahamut","True","Keep","","","class:Bahamut","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Balar.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Balar","True","Keep","","","class:Balar","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Brona.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Brona","True","Keep","","","class:Brona","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Conan.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Conan","True","Keep","","","class:Conan","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Demogorgon.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Demogorgon","True","Keep","","","class:Demogorgon","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Elric.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Elric","True","Keep","","","class:Elric","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/GrimReaper.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:GrimReaper","True","Keep","","","class:GrimReaper","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Hercules.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Hercules","True","Keep","","","class:Hercules","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/KingArthur.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:KingArthur","True","Keep","","","class:KingArthur","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Kronos.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Kronos","True","Keep","","","class:Kronos","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Lolth.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Lolth","True","Keep","","","class:Lolth","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/LordVerminaard.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:LordVerminaard","True","Keep","","","class:LordVerminaard","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Merlin.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Merlin","True","Keep","","","class:Merlin","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Nosferatu.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Nosferatu","True","Keep","","","class:Nosferatu","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Orcus.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Orcus","True","Keep","","","class:Orcus","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/RedSonja.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:RedSonja","True","Keep","","","class:RedSonja","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Saruman.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Saruman","True","Keep","","","class:Saruman","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Talos.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Talos","True","Keep","","","class:Talos","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Thor.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Thor","True","Keep","","","class:Thor","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Tiamat.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Tiamat","True","Keep","","","class:Tiamat","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Treebeard.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Treebeard","True","Keep","","","class:Treebeard","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Vecna.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Vecna","True","Keep","","","class:Vecna","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Volturnus.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Volturnus","True","Keep","","","class:Volturnus","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Zeus.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Zeus","True","Keep","","","class:Zeus","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Barracoon.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Mobiles","class:Barracoon;class:ExpirePolymorphTimer","True","Keep","","CustomTimerSubclass","class:Barracoon;class:ExpirePolymorphTimer","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Mobiles","class:Ilhenir;class:StainedOoze","True","Keep","","Timer.DelayCall","class:Ilhenir;class:StainedOoze","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-UO/LordOaks.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:LordOaks","True","Keep","","","class:LordOaks","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Mephitis.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Mephitis","True","Keep","","","class:Mephitis","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Neira.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Mobiles","class:Neira;class:VirtualMount;class:VirtualMountItem;class:DelayTimer","True","Keep","","CustomTimerSubclass","class:Neira;class:VirtualMount;class:VirtualMountItem;class:DelayTimer","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Rikktor.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Rikktor","True","Keep","","","class:Rikktor","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Semidar.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Semidar","True","Keep","","","class:Semidar","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Serado.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Serado","True","Keep","","","class:Serado","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Twaulo.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Twaulo","True","Keep","","","class:Twaulo","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/Bogle.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Bogle","True","Keep","","","class:Bogle","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/FerelTreefellow.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:FerelTreefellow","True","Keep","","","class:FerelTreefellow","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/FetidEssence.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Mobiles","class:FetidEssence","True","Keep","","CustomTimerSubclass","class:FetidEssence","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/GreaterMongbat.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:GreaterMongbat","True","Keep","","","class:GreaterMongbat","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/Hiryu.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Mobiles","class:Hiryu;class:ExpireTimer","True","Keep","","CustomTimerSubclass;Timer.DelayCall","class:Hiryu;class:ExpireTimer","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/InterredGrizzle .cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:InterredGrizzle","True","Keep","","","class:InterredGrizzle","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/Kappa.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Mobiles","class:Kappa;class:InternalTimer","True","Keep","","CustomTimerSubclass","class:Kappa;class:InternalTimer","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/LesserHiryu.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Mobiles","class:LesserHiryu;class:ExpireTimer","True","Keep","","CustomTimerSubclass;Timer.DelayCall","class:LesserHiryu;class:ExpireTimer","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/Oni.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Oni","True","Keep","","","class:Oni","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/PestilentBandage.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:PestilentBandage","True","Keep","","","class:PestilentBandage","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueBeast.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:PlagueBeast","True","Keep","","","class:PlagueBeast","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueBeastLord.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Mobiles","class:PlagueBeastLord;class:DecayTimer","True","Keep","","CustomTimerSubclass;OnMovement;Timer.DelayCall","class:PlagueBeastLord;class:DecayTimer","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueSpawn.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:PlagueSpawn","True","Keep","","","class:PlagueSpawn","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/RagingGrizzlyBear.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:RagingGrizzlyBear","True","Keep","","","class:RagingGrizzlyBear","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/SerpentineDragon.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:SerpentineDragon","True","Keep","","","class:SerpentineDragon","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/Mobiles/Minions/Silvani.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Mobiles","class:Silvani","True","Keep","","","class:Silvani","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/ChampionAltar.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Engines.CannedEvil","class:ChampionAltar","True","Keep","","","class:ChampionAltar","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/ChampionPlatform.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Engines.CannedEvil","class:ChampionPlatform","True","Keep","","","class:ChampionPlatform","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSkullBrazier.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Engines.CannedEvil","class:ChampionSkullBrazier;class:SacrificeTarget","True","Keep","","","class:ChampionSkullBrazier;class:SacrificeTarget","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSkullPlatform.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Engines.CannedEvil","class:ChampionSkullPlatform","True","Keep","","","class:ChampionSkullPlatform","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSkullType.cs","Custom","WorldState","","Custom:Champions","Server.Engines.CannedEvil","enum:ChampionSkullType","True","Keep","","","","","","world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawn.cs","Custom","StartupWiring","GumpUI;Persistence;WorldState","Custom:Champions","Server.Engines.CannedEvil","class:ChampionSpawn","True","Keep","","Timer.DelayCall","class:ChampionSpawn","SendGump","","gump marker; serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawnInfo.cs","Custom","WorldState","","Custom:Champions","Server.Engines.CannedEvil","class:ChampionSpawnInfo","True","Keep","","","","","","world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawnRegion.cs","Custom","WorldState","","Custom:Champions","Server.Engines.CannedEvil","class:ChampionSpawnRegion","True","Keep","","","","","","world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawnType.cs","Custom","WorldState","","Custom:Champions","Server.Engines.CannedEvil","enum:ChampionSpawnType","True","Keep","","","","","","world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/IdolOfTheChampion.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Engines.CannedEvil","class:IdolOfTheChampion","True","Keep","","","class:IdolOfTheChampion","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/RestartTimer.cs","Custom","StartupWiring","WorldState","Custom:Champions","Server.Engines.CannedEvil","class:RestartTimer","True","Keep","","CustomTimerSubclass","","","","startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/CannedEvil/SliceTimer.cs","Custom","StartupWiring","WorldState","Custom:Champions","Server.Engines.CannedEvil","class:SliceTimer","True","Keep","","CustomTimerSubclass","","","","startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/Items/ChampionSkull.cs","Custom","Persistence","WorldState","Custom:Champions","Server.Items","class:ChampionSkull","True","Keep","","","class:ChampionSkull","","","serialization marker; world/quest/controller path marker"
"Data/Scripts/Custom/Champions/System/Mobiles/BaseChampion.cs","Custom","StartupWiring","Persistence;WorldState","Custom:Champions","Server.Mobiles","class:BaseChampion;class:GoodiesTimer","True","Keep","","CustomTimerSubclass","class:BaseChampion;class:GoodiesTimer","","","serialization marker; startup/event/timer/world marker; world/quest/controller path marker"
"Data/Scripts/Custom/ChangeSeason/ChangeSeason.cs","Custom","CommandSurface","StartupWiring","Custom:ChangeSeason","Server.Commands","class:ChangeSeason","True","Keep","CommandSystem.Register(","Initialize","","","","CommandSystem.Register marker; startup/event/timer/world marker"
"Data/Scripts/Custom/Character Swap/CharacterSwap.cs","Custom","CommandSurface","StartupWiring;GumpUI","Custom:Character Swap","Server.Gumps","class:CharacterControlGump;class:SwapInfo","True","Keep","CommandSystem.Register(","Initialize","","OnResponse;SendGump","","CommandSystem.Register marker; gump marker; startup/event/timer/world marker"
"Data/Scripts/Custom/ClearDeckCommand/ClearDeckCommand.cs","Custom","CommandSurface","StartupWiring","Custom:ClearDeckCommand","Server.Commands","class:ClearDeckCommand","True","Keep","CommandSystem.Register(","Initialize","","","","CommandSystem.Register marker; startup/event/timer/world marker"
"Data/Scripts/Custom/Combat/AIOverhaul/AITacticalTargeting.cs","Custom","CombatPolicy","","Custom:Combat","Server.Custom.Confictura","enum:AITacticalTargetProfile;enum:AITacticalReacquireReason;class:AITacticalTargeting","True","Keep","","","","","","combat/magic policy path marker"
"Data/Scripts/Custom/Government System/CityEnums.cs","Custom","Economy","","Custom:Government System","Server","enum:CivicStrutureType;enum:CivicSignType;class:CityTypes","True","Keep","","","","","","economy/government path marker"
"Data/Scripts/Custom/Government System/CityUpgradeSystem.cs","Custom","CommandSurface","StartupWiring;Economy","Custom:Government System","Server","class:CityUpgradeSystem","True","Keep","CommandSystem.Register(","Initialize;WorldSave","","","Data/GovernmentVersion.xml","CommandSystem.Register marker; economy/government path marker; startup/event/timer/world marker"
"Data/Scripts/Custom/Government System/GovernmentTestingMode.cs","Custom","Economy","StaffTooling","Custom:Government System","Server.Custom.Confictura","class:GovernmentTestingMode","True","Keep","","","","","","economy/government path marker; staff/event tooling path marker"
"Data/Scripts/Custom/Government System/InternalChatMsg.cs","Custom","Economy","","Custom:Government System","Knives.Chat3","class:InternalChatMessage","True","Keep","","","","","","economy/government path marker"
"Data/Scripts/Custom/Government System/PlayerGovernmentSystem.cs","Custom","StartupWiring","GumpUI;Economy","Custom:Government System","Server","class:PlayerGovernmentSystem","True","Keep","","Initialize","","SendGump","Data/GovernmentVersion.xml","economy/government path marker; gump marker; startup/event/timer/world marker"
"Data/Scripts/Custom/Government System/Commands/AdminAdd.cs","Custom","CommandSurface","StartupWiring;GumpUI;Economy;StaffTooling","Custom:Government System","Server.Commands","class:AdminAddCommand","True","Keep","CommandSystem.Register(","Initialize","","SendGump","","CommandSystem.Register marker; economy/government path marker; gump marker; staff/event tooling path marker; startup/event/timer/world marker"
"Data/Scripts/Custom/Government System/Commands/FindCities.cs","Custom","CommandSurface","StartupWiring;GumpUI;Economy","Custom:Government System","Server.Commands","class:FindCitiesCommand","True","Keep","CommandSystem.Register(","Initialize","","SendGump","","CommandSystem.Register marker; economy/government path marker; gump marker; startup/event/timer/world marker"
"Data/Scripts/Custom/Government System/Commands/GovernmentTestingCommand.cs","Custom","CommandSurface","StartupWiring;Economy","Custom:Government System","Server.Custom.Confictura","class:GovernmentTestingCommand","True","Keep","CommandSystem.Register(","Initialize","","","","CommandSystem.Register marker; economy/government path marker; startup/event/timer/world marker"
"Data/Scripts/Custom/Government System/Commands/GovHelp.cs","Custom","CommandSurface","StartupWiring;GumpUI;Economy","Custom:Government System","Server.Commands","class:GovHelpCommand","True","Keep","CommandSystem.Register(","Initialize","","SendGump","","CommandSystem.Register marker; economy/government path marker; gump marker; startup/event/timer/world marker"
"Data/Scripts/Custom/Government System/Gumps/AcceptJoinGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:AcceptJoinGump","True","Keep","","","","OnResponse","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/AdminAddGump.cs","Custom","GumpUI","Economy;StaffTooling","Custom:Government System","Server.Gumps","class:AdminAddGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker; staff/event tooling path marker"
"Data/Scripts/Custom/Government System/Gumps/AssistMayorGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:AssistMayorGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/CancelAllegiancesGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:CancelAllegiancesGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/ChangeCitizenTitleGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:ChangeCitizenTitleGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/CityCitizenGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:CityCitizenGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/CityCorpseFeeGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:CityCorpseFeeGump","True","Keep","","","","OnResponse","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/CityManagementGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:CityManagementGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/CityMarketGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:CityMarketGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/CityResFeeGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:CityResFeeGump","True","Keep","","","","OnResponse","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/CityWarningGump.cs","Custom","Economy","","Custom:Government System","Server.Gumps","class:CityWarningGump","True","Keep","","","","","","economy/government path marker"
"Data/Scripts/Custom/Government System/Gumps/ConfirmDisbandCityGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:CityDisbandCityGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/ConfirmLeaveCityGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:ConfirmLeaveCityGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/DeclareCityAllegiancesGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:DeclareCityAllegiancesGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/DeclareCityWarGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:DeclareCityWarGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/DeclarePeaceGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:DeclarePeaceGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/DestoryStructureGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:DestoryCityStructureGump","True","Keep","","","","OnResponse","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/FindCitiesGump.cs","Custom","GumpUI","Economy","Custom:Government System","Server.Gumps","class:FindCitiesGump","True","Keep","","","","OnResponse;SendGump","","economy/government path marker; gump marker"
"Data/Scripts/Custom/Government System/Gumps/GovHelpGump.cs","Custom","Economy","","Custom:Government System","Server.Gumps","class:GovHelpGump","True","Keep","","","","","","economy/government path marker"
