"Path","Root","PrimaryRole","SecondaryRoles","System","Namespace","Types","IncludedInScriptsProject","ProjectTruthAction","Commands","Hooks","SerializedTypes","Gumps","ConfigData","Evidence"
"Data/Scripts/Items/Magical/Artifacts/Artifact_SongWovenMantle.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_SongWovenMantle","True","Keep","","","class:Artifact_SongWovenMantle","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_SoulSeeker.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_SoulSeeker","True","Keep","","","class:Artifact_SoulSeeker","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_SpellWovenBritches.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_SpellWovenBritches","True","Keep","","","class:Artifact_SpellWovenBritches","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_SpiritOfTheTotem.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_SpiritOfTheTotem","True","Keep","","","class:Artifact_SpiritOfTheTotem","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_SprintersSandals.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_SprintersSandals","True","Keep","","","class:Artifact_SprintersSandals","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_StaffOfPower.cs","Items","Persistence","CombatPolicy;StaffTooling;ItemContent","Items:Magical","Server.Items","class:Artifact_StaffOfPower","True","Keep","","","class:Artifact_StaffOfPower","","","combat/magic policy path marker; Items root; serialization marker; staff/event tooling path marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_StaffofSnakes.cs","Items","Persistence","CombatPolicy;StaffTooling;ItemContent","Items:Magical","Server.Items","class:Artifact_StaffofSnakes","True","Keep","","","class:Artifact_StaffofSnakes","","","combat/magic policy path marker; Items root; serialization marker; staff/event tooling path marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_StaffOfTheMagi.cs","Items","Persistence","CombatPolicy;StaffTooling;ItemContent","Items:Magical","Server.Items","class:Artifact_StaffOfTheMagi","True","Keep","","","class:Artifact_StaffOfTheMagi","","","combat/magic policy path marker; Items root; serialization marker; staff/event tooling path marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_StitchersMittens.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_StitchersMittens","True","Keep","","","class:Artifact_StitchersMittens","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_Stormbringer.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_Stormbringer","True","Keep","","","class:Artifact_Stormbringer","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_Subdue.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_Subdue","True","Keep","","","class:Artifact_Subdue","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_SwiftStrike.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_SwiftStrike","True","Keep","","","class:Artifact_SwiftStrike","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TalonBite.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TalonBite","True","Keep","","","class:Artifact_TalonBite","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TheBeserkersMaul.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TheBeserkersMaul","True","Keep","","","class:Artifact_TheBeserkersMaul","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TheDragonSlayer.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TheDragonSlayer","True","Keep","","","class:Artifact_TheDragonSlayer","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TheDryadBow.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TheDryadBow","True","Keep","","","class:Artifact_TheDryadBow","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TheNightReaper.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TheNightReaper","True","Keep","","","class:Artifact_TheNightReaper","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TheRobeOfBritanniaAri.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TheRobeOfBritanniaAri","True","Keep","","","class:Artifact_TheRobeOfBritanniaAri","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TheTaskmaster.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TheTaskmaster","True","Keep","","","class:Artifact_TheTaskmaster","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TitansHammer.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TitansHammer","True","Keep","","","class:Artifact_TitansHammer","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TorchOfTrapFinding.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TorchOfTrapFinding","True","Keep","","","class:Artifact_TorchOfTrapFinding","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TotemArms.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TotemArms","True","Keep","","","class:Artifact_TotemArms","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TotemGloves.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TotemGloves","True","Keep","","","class:Artifact_TotemGloves","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TotemGorget.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TotemGorget","True","Keep","","","class:Artifact_TotemGorget","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TotemLeggings.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TotemLeggings","True","Keep","","","class:Artifact_TotemLeggings","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TotemOfVoid.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TotemOfVoid","True","Keep","","","class:Artifact_TotemOfVoid","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TotemTunic.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TotemTunic","True","Keep","","","class:Artifact_TotemTunic","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TownGuardsHalberd.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TownGuardsHalberd","True","Keep","","","class:Artifact_TownGuardsHalberd","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TunicOfAegis.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TunicOfAegis","True","Keep","","","class:Artifact_TunicOfAegis","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TunicOfBane.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TunicOfBane","True","Keep","","","class:Artifact_TunicOfBane","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TunicOfFire.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TunicOfFire","True","Keep","","","class:Artifact_TunicOfFire","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TunicOfTheFallenKing.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TunicOfTheFallenKing","True","Keep","","","class:Artifact_TunicOfTheFallenKing","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TunicOfTheHarrower.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_TunicOfTheHarrower","True","Keep","","","class:Artifact_TunicOfTheHarrower","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_VampiresRobe.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_VampiresRobe","True","Keep","","","class:Artifact_VampiresRobe","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_VampiricDaisho.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_VampiricDaisho","True","Keep","","","class:Artifact_VampiricDaisho","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_VioletCourage.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_VioletCourage","True","Keep","","","class:Artifact_VioletCourage","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_VoiceOfTheFallenKing.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_VoiceOfTheFallenKing","True","Keep","","","class:Artifact_VoiceOfTheFallenKing","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_WarriorsClasp.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_WarriorsClasp","True","Keep","","","class:Artifact_WarriorsClasp","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_WildfireBow.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_WildfireBow","True","Keep","","","class:Artifact_WildfireBow","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_Windsong.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_Windsong","True","Keep","","","class:Artifact_Windsong","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_WizardsPants.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_WizardsPants","True","Keep","","","class:Artifact_WizardsPants","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_WrathOfTheDryad.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_WrathOfTheDryad","True","Keep","","","class:Artifact_WrathOfTheDryad","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_YashimotosHatsuburi.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_YashimotosHatsuburi","True","Keep","","","class:Artifact_YashimotosHatsuburi","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Artifact_ZyronicClaw.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:Artifact_ZyronicClaw","True","Keep","","","class:Artifact_ZyronicClaw","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Arty_Setup.cs","Items","CombatPolicy","ItemContent","Items:Magical","Server.Misc","class:Arty","True","Keep","","","","","","combat/magic policy path marker; Items root"
"Data/Scripts/Items/Magical/Artifacts/Minor/AdmiralsHeartyRum.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:AdmiralsHeartyRum","True","Keep","","","class:AdmiralsHeartyRum","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/CandelabraOfSouls.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:CandelabraOfSouls","True","Keep","","","class:CandelabraOfSouls","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/ColoringBook.cs","Items","GumpUI","Persistence;CombatPolicy;ItemContent","Items:Magical","Server.Items","class:ColoringBook;class:ColorTarget;class:ColoringBookGump","True","Keep","","","class:ColoringBook;class:ColorTarget;class:ColoringBookGump","OnResponse;SendGump","","combat/magic policy path marker; gump marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/EverlastingBottle.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:EverlastingBottle","True","Keep","","","class:EverlastingBottle","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/EverlastingLoaf.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:EverlastingLoaf","True","Keep","","","class:EverlastingLoaf","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/GemOfSeeing.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","enum:GemOfSeeingEffect;class:GemOfSeeing;class:InternalTarget","True","Keep","","","enum:GemOfSeeingEffect;class:GemOfSeeing;class:InternalTarget","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/GhostShipAnchor.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:GhostShipAnchor","True","Keep","","","class:GhostShipAnchor","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/GoldBricks.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:GoldBricks","True","Keep","","","class:GoldBricks","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/PandorasBox.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","enum:PandoraEffect;class:PandorasBox","True","Keep","","","enum:PandoraEffect;class:PandorasBox","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/PhillipsWoodenSteed.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:PhillipsWoodenSteed","True","Keep","","","class:PhillipsWoodenSteed","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/SeahorseStatuette.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:SeahorseStatuette","True","Keep","","","class:SeahorseStatuette","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Minor/ShipModelOfTheHMSCape.cs","Items","Persistence","CombatPolicy;ItemContent","Items:Magical","Server.Items","class:ShipModelOfTheHMSCape","True","Keep","","","class:ShipModelOfTheHMSCape","","","combat/magic policy path marker; Items root; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AbysmalGloves.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AbysmalGloves","True","Keep","","","class:AbysmalGloves","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AchillesShield.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AchillesShield","True","Keep","","","class:AchillesShield","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AchillesSpear.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AchillesSpear","True","Keep","","","class:AchillesSpear","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AcidProofRobe.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AcidProofRobe","True","Keep","","","class:AcidProofRobe","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Aegis.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:Aegis","True","Keep","","","class:Aegis","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AegisOfGrace.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AegisOfGrace","True","Keep","","","class:AegisOfGrace","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AilricsLongbow.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AilricsLongbow","True","Keep","","","class:AilricsLongbow","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AlchemistsBauble.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AlchemistsBauble","True","Keep","","","class:AlchemistsBauble","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ANecromancerShroud.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ANecromancerShroud","True","Keep","","","class:ANecromancerShroud","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AngelicEmbrace.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AngelicEmbrace","True","Keep","","","class:AngelicEmbrace","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AngerOfTheGods.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AngeroftheGods","True","Keep","","","class:AngeroftheGods","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Annihilation.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:Annihilation","True","Keep","","","class:Annihilation","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcaneArms.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArcaneArms","True","Keep","","","class:ArcaneArms","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcaneCap.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArcaneCap","True","Keep","","","class:ArcaneCap","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcaneGloves.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArcaneGloves","True","Keep","","","class:ArcaneGloves","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcaneGorget.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArcaneGorget","True","Keep","","","class:ArcaneGorget","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcaneLeggings.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArcaneLeggings","True","Keep","","","class:ArcaneLeggings","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcaneShield.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArcaneShield","True","Keep","","","class:ArcaneShield","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcaneTunic.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArcaneTunic","True","Keep","","","class:ArcaneTunic","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcanicRobe.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArcanicRobe","True","Keep","","","class:ArcanicRobe","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcticBeacon.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArcticBeacon","True","Keep","","","class:ArcticBeacon","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcticDeathDealer.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArcticDeathDealer","True","Keep","","","class:ArcticDeathDealer","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmorOfFortune.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArmorOfFortune","True","Keep","","","class:ArmorOfFortune","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmorOfInsight.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArmorOfInsight","True","Keep","","","class:ArmorOfInsight","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmorOfNobility.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArmorOfNobility","True","Keep","","","class:ArmorOfNobility","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfAegis.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArmsOfAegis","True","Keep","","","class:ArmsOfAegis","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfFortune.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArmsOfFortune","True","Keep","","","class:ArmsOfFortune","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfInsight.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArmsOfInsight","True","Keep","","","class:ArmsOfInsight","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfNobility.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArmsOfNobility","True","Keep","","","class:ArmsOfNobility","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfTheFallenKing.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArmsOfTheFallenKing","True","Keep","","","class:ArmsOfTheFallenKing","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfTheHarrower.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArmsOfTheHarrower","True","Keep","","","class:ArmsOfTheHarrower","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfToxicity.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:ArmsOfToxicity","True","Keep","","","class:ArmsOfToxicity","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AuraOfShadows.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AuraOfShadows","True","Keep","","","class:AuraOfShadows","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AxeOfTheHeavens.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AxeOfTheHeavens","True","Keep","","","class:AxeOfTheHeavens","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AxeoftheMinotaur.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:AxeoftheMinotaur","True","Keep","","","class:AxeoftheMinotaur","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BeggarsRobe.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BeggarsRobe","True","Keep","","","class:BeggarsRobe","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BeltofHercules.cs","Items","Persistence","CombatPolicy;ItemContent;LegacyCompatibility","Items:Magical","Server.Items","class:BeltofHercules","True","Keep","","","class:BeltofHercules","","","combat/magic policy path marker; Items root; legacy/obsolete path marker; serialization marker"
