"Path","Namespace","Types","LikelySystem"
"Data/Scripts/Items/Special/Veteran Rewards/BloodyPentagram.cs","Server.Items","class:BloodyPentagramComponent;class:BloodyPentagramAddon;class:BloodyPentagramDeed","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/Brazier.cs","Server.Items","class:RewardBrazier;class:RewardBrazierDeed;class:InternalGump","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/CommodityDeedBox.cs","Server.Items","class:CommodityDeedBox","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/ContestMiniHouse.cs","Server.Items","class:ContestMiniHouse;class:ContestMiniHouseDeed","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/DecorativeShield.cs","Server.Items","class:DecorativeShield;class:DecorativeShieldDeed;class:InternalGump;class:InternalTarget;class:FacingGump;enum:Buttons","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/FlamingHead.cs","Server.Items","class:FlamingHead;class:FlamingHeadDeed;class:InternalTarget","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/HangingSkeleton.cs","Server.Items","class:HangingSkeleton;class:HangingSkeletonDeed;class:InternalGump;class:InternalTarget;class:FacingGump;enum:Buttons","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/MiningCart.cs","Server.Items","enum:MiningCartType;class:MiningCart;class:MiningCartDeed","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/MinotaurStatue.cs","Server.Items","enum:MinotaurStatueType;class:MinotaurStatue;class:MinotaurStatueDeed","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/PottedCactus.cs","Server.Items","class:RewardPottedCactus;class:PottedCactusDeed;class:InternalGump","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/StoneAnkh.cs","Server.Items","class:StoneAnkhComponent;class:StoneAnkh;class:StoneAnkhDeed;class:InternalGump;enum:Buttons","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/TreeStump.cs","Server.Items","class:TreeStump;class:TreeStumpDeed","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/WallBanner.cs","Server.Items","class:WallBannerComponent;class:WallBanner;class:WallBannerDeed;class:InternalGump","Items:Special"
"Data/Scripts/Items/Special/Veteran Rewards/WeaponEngravingTool.cs","Server.Items","class:WeaponEngravingTool;class:TargetWeapon;class:InternalGump;enum:Buttons;class:ConfirmGump;enum:Buttons","Items:Special"
"Data/Scripts/Items/Technology/AlienEgg.cs","Server.Items","class:AlienEgg;class:AlienEggGump","Items:Technology"
"Data/Scripts/Items/Technology/BaseKilrathi.cs","Server.Items","class:BaseKilrathi","Items:Technology"
"Data/Scripts/Items/Technology/Chainsaw.cs","Server.Items","class:Chainsaw;class:InternalTarget","Items:Technology"
"Data/Scripts/Items/Technology/ComputerDatabase.cs","Server.Items","class:ComputerDatabase;class:ComputerDatabaseGump","Items:Technology"
"Data/Scripts/Items/Technology/DataPad.cs","Server.Items","class:DataPad;class:DataPadGump","Items:Technology"
"Data/Scripts/Items/Technology/DoubleLaserSword.cs","Server.Items","class:DoubleLaserSword","Items:Technology"
"Data/Scripts/Items/Technology/DuctTape.cs","Server.Items","class:DuctTape;class:RepairTarget","Items:Technology"
"Data/Scripts/Items/Technology/FirstAidKit.cs","Server.Items","class:FirstAidKit","Items:Technology"
"Data/Scripts/Items/Technology/KilrathiGun.cs","Server.Items","class:KilrathiGun","Items:Technology"
"Data/Scripts/Items/Technology/KilrathiHeavyGun.cs","Server.Items","class:KilrathiHeavyGun","Items:Technology"
"Data/Scripts/Items/Technology/Krystal.cs","Server.Items","class:Krystal","Items:Technology"
"Data/Scripts/Items/Technology/Landmine.cs","Server.Items","class:LandmineSetup;class:Landmine","Items:Technology"
"Data/Scripts/Items/Technology/LightSword.cs","Server.Items","class:LightSword","Items:Technology"
"Data/Scripts/Items/Technology/MaterialLiquifier.cs","Server.Items","class:MaterialLiquifier;class:MaterialLiquifierGump","Items:Technology"
"Data/Scripts/Items/Technology/MedicalRecord.cs","Server.Items","class:MedicalRecord;class:MedicalRecordGump","Items:Technology"
"Data/Scripts/Items/Technology/PlasmaGrenade.cs","Server.Items","class:PlasmaGrenade;class:ThrowTarget","Items:Technology"
"Data/Scripts/Items/Technology/PlasmaTorch.cs","Server.Items","class:PlasmaTorch;class:UnlockTarget","Items:Technology"
"Data/Scripts/Items/Technology/PortableSmelter.cs","Server.Items","class:PortableSmelter;class:InternalTarget","Items:Technology"
"Data/Scripts/Items/Technology/RomulanAle.cs","Server.Items","class:RomulanAle","Items:Technology"
"Data/Scripts/Items/Technology/SpaceDyes.cs","Server.Items","class:SpaceDyes;class:DyeTarget","Items:Technology"
"Data/Scripts/Items/Technology/SpaceJunk.cs","Server.Items","class:SpaceJunk;class:SpaceJunkA;class:SpaceJunkB;class:SpaceJunkC;class:SpaceJunkD;class:SpaceJunkE;class:SpaceJunkF;class:SpaceJunkG;class:SpaceJunkH;class:SpaceJunkI;class:SpaceJunkJ;class:SpaceJunkK;class:SpaceJunkL;class:SpaceJunkM;class:SpaceJunkN;class:SpaceJunkO;class:SpaceJunkP;class:SpaceJunkQ;class:SpaceJunkR;class:SpaceJunkS;class:SpaceJunkT;class:SpaceJunkU;class:SpaceJunkV;class:SpaceJunkW;class:SpaceJunkX;class:SpaceJunkY;class:SpaceJunkZ","Items:Technology"
"Data/Scripts/Items/Technology/ThermalDetonator.cs","Server.Items","class:ThermalDetonator;class:ThrowTarget","Items:Technology"
"Data/Scripts/Items/Trades/Blacksmith Items/AnvilForge.cs","Server.Items","class:Anvil;class:Forge","Items:Trades"
"Data/Scripts/Items/Trades/Blacksmith Items/DwarvenForge.cs","Server.Items","class:DwarvenForge","Items:Trades"
"Data/Scripts/Items/Trades/Blacksmith Items/FireGiantForge.cs","Server.Items","enum:DrainCauldron;class:FireGiantForge","Items:Trades"
"Data/Scripts/Items/Trades/Blacksmith Items/LargeForge.cs","Server.Items","class:LargeForgeWest;class:InternalItem;class:InternalItem2;class:LargeForgeEast;class:InternalItem;class:InternalItem2","Items:Trades"
"Data/Scripts/Items/Trades/Blacksmith Items/RubyPickaxe.cs","Server.Items","enum:ZornEffect;class:RubyPickaxe","Items:Trades"
"Data/Scripts/Items/Trades/Carpenter Items/Board.cs","Server.Items","class:BaseWoodBoard;class:Board;class:AshBoard;class:CherryBoard;class:EbonyBoard;class:GoldenOakBoard;class:HickoryBoard;class:MahoganyBoard;class:OakBoard;class:PineBoard;class:RosewoodBoard;class:WalnutBoard;class:DriftwoodBoard;class:GhostBoard;class:PetrifiedBoard;class:ElvenBoard","Items:Trades"
"Data/Scripts/Items/Trades/Carpenter Items/TaxidermyKit.cs","Server.Items","class:TaxidermyKit;class:TrophyInfo;class:CorpseTarget;class:TrophyAddon;class:TrophyDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/FabledFishingNet.cs","Server.Items","class:FabledFishingNet","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/FishBarrel.cs","Server.Items","class:FishBarrel","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/FishingNet.cs","Server.Items","class:FishingNet","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/FishingPole.cs","Server.Items","class:FishingPole","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/HighSeasRelic.cs","Server.Items","class:HighSeasRelic","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/NeptunesFishingNet.cs","Server.Items","class:NeptunesFishingNet","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/NewFish.cs","Server.Items","class:NewFish","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/PearlSkull.cs","Server.Items","class:PearlSkull","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/RustyJunk.cs","Server.Items","class:RustyJunk;class:InternalTarget","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/ScrapIronBarrel.cs","Server.Items","class:ScrapIronBarrel","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/SpecialFishingNet.cs","Server.Items","class:SpecialFishingNet","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/SpecialSeaweed.cs","Server.Items","class:SpecialSeaweed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/WetClothes.cs","Server.Items","class:WetClothes","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Misc/MagicSextant.cs","Server.Items","class:MagicSextant","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Misc/MessageInABottle.cs","Server.Items","class:MessageInABottle","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Misc/Sextant.cs","Server.Items","class:Sextant","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Misc/ShipwreckedItem.cs","Server.Items","interface:IShipwreckedItem;class:ShipwreckedItem","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Misc/SOS.cs","Server.Items","class:SOS;class:MessageGump","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/AquariumEastAddon.cs","Server.Items","class:AquariumEastAddon;class:AquariumEastAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/AquariumSouthAddon.cs","Server.Items","class:AquariumSouthAddon;class:AquariumSouthAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/DolphinEastLargeAddon.cs","Server.Items","class:DolphinEastLargeAddon;class:DolphinEastLargeAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/DolphinEastSmallAddon.cs","Server.Items","class:DolphinEastSmallAddon;class:DolphinEastSmallAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/DolphinSouthLargeAddon.cs","Server.Items","class:DolphinSouthLargeAddon;class:DolphinSouthLargeAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/DolphinSouthSmallAddon.cs","Server.Items","class:DolphinSouthSmallAddon;class:DolphinSouthSmallAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/LightHouse.cs","Server.Items","class:LightHouseAddon;class:LightHouseAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/MarlinEastAddon.cs","Server.Items","class:MarlinEastAddon;class:MarlinEastAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/MarlinSouthAddon.cs","Server.Items","class:MarlinSouthAddon;class:MarlinSouthAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/SeaShells.cs","Server.Items","class:SeaShell","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/SkullEastLargeAddon.cs","Server.Items","class:SkullEastLargeAddon;class:SkullEastLargeAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/SkullEastSmallAddon.cs","Server.Items","class:SkullEastSmallAddon;class:SkullEastSmallAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/SkullSouthLargeAddon.cs","Server.Items","class:SkullSouthLargeAddon;class:SkullSouthLargeAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Fishing/Sea Artifacts/SkullSouthSmallAddon.cs","Server.Items","class:SkullSouthSmallAddon;class:SkullSouthSmallAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Harvest Tools/BaseHarvestTool.cs","Server.Items","interface:IUsesRemaining;class:BaseHarvestTool;class:ToggleMiningStoneEntry","Items:Trades"
"Data/Scripts/Items/Trades/Harvest Tools/GargoylesPickaxe.cs","Server.Items","class:GargoylesPickaxe","Items:Trades"
"Data/Scripts/Items/Trades/Harvest Tools/ProspectorsTool.cs","Server.Items","class:ProspectorsTool;class:InternalTarget","Items:Trades"
"Data/Scripts/Items/Trades/Harvest Tools/Shovel.cs","Server.Items","class:Shovel","Items:Trades"
"Data/Scripts/Items/Trades/Harvest Tools/SturdyPickaxe.cs","Server.Items","class:SturdyPickaxe","Items:Trades"
"Data/Scripts/Items/Trades/Harvest Tools/SturdyShovel.cs","Server.Items","class:SturdyShovel","Items:Trades"
"Data/Scripts/Items/Trades/Lumberjack/Log.cs","Server.Items","class:BaseLog;class:InternalTarget;class:Log;class:AshLog;class:CherryLog;class:EbonyLog;class:GoldenOakLog;class:HickoryLog;class:MahoganyLog;class:OakLog;class:PineLog;class:RosewoodLog;class:WalnutLog;class:DriftwoodLog;class:GhostLog;class:PetrifiedLog;class:ElvenLog","Items:Trades"
"Data/Scripts/Items/Trades/Lumberjack/SawMillEastAddon.cs","Server.Items","class:SawMillEastAddon;class:SawMillEastAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Lumberjack/SawMillSouthAddon.cs","Server.Items","class:SawMillSouthAddon;class:SawMillSouthAddonDeed","Items:Trades"
"Data/Scripts/Items/Trades/Magical/Runebook.cs","Server.Items","class:Runebook;class:RunebookEntry","Items:Trades"
"Data/Scripts/Items/Trades/Magical/RunebookLogging.cs","Server.Items","class:RunebookLogging","Items:Trades"
"Data/Scripts/Items/Trades/Magical/Misc/BlankScroll.cs","Server.Items","class:BlankScroll","Items:Trades"
"Data/Scripts/Items/Trades/Magical/Misc/Moongate.cs","Server.Items","class:Moongate;class:DelayTimer;class:ConfirmationMoongate;class:MoongateConfirmGump","Items:Trades"
"Data/Scripts/Items/Trades/Magical/Misc/RecallRune.cs","Server.Items","class:RecallRune;class:RenamePrompt","Items:Trades"
"Data/Scripts/Items/Trades/Maps/BlankMap.cs","Server.Items","class:BlankMap","Items:Trades"
"Data/Scripts/Items/Trades/Maps/CityMap.cs","Server.Items","class:CityMap","Items:Trades"
"Data/Scripts/Items/Trades/Maps/IndecipherableMap.cs","Server.Items","class:IndecipherableMap","Items:Trades"
"Data/Scripts/Items/Trades/Maps/LocalMap.cs","Server.Items","class:LocalMap","Items:Trades"
"Data/Scripts/Items/Trades/Maps/MapItem.cs","Server.Items","class:MapItem;class:MapDetails;class:NewMapDetails;class:MapCommand;class:MapDisplay;class:MapAddPin;class:MapSetEditable","Items:Trades"
"Data/Scripts/Items/Trades/Maps/MapRanger.cs","Server.Items","enum:MapRangerEffect;class:MapRanger;class:InternalItem;class:InternalTimer;class:SpeechGumpEntry;class:MapRangerDoor","Items:Trades"
"Data/Scripts/Items/Trades/Maps/MapWorld.cs","Server.Items","class:MapWorld;class:MapAmbrosiaGump;class:MapBottleGump;class:MapDreadGump;class:MapLodoriaGump;class:MapSerpentGump;class:MapSosariaGump;class:MapSavageGump;class:MapUmberGump;class:MapUnderworldGump;class:WorldMapLodor;class:WorldMapGump;class:WorldMapSosaria;class:WorldMapGump;class:WorldMapBottle;class:WorldMapGump;class:WorldMapSerpent;class:WorldMapGump;class:WorldMapUmber;class:WorldMapGump;class:WorldMapAmbrosia;class:WorldMapGump;class:WorldMapIslesOfDread;class:WorldMapGump;class:WorldMapSavage;class:WorldMapGump;class:WorldMapUnderworld;class:WorldMapGump","Items:Trades"
"Data/Scripts/Items/Trades/Maps/PresetMap.cs","Server.Items","class:PresetMap;class:PresetMapEntry;enum:PresetMapType","Items:Trades"
"Data/Scripts/Items/Trades/Maps/SeaChart.cs","Server.Items","class:SeaChart","Items:Trades"
"Data/Scripts/Items/Trades/Maps/TreasureMap.cs","Server.Items","class:TreasureMap;class:DigTarget;class:DigTimer;class:SoundTimer;class:DecodeMapEntry;class:OpenMapEntry;class:DigEntry;class:TreasureChestDirt","Items:Trades"
"Data/Scripts/Items/Trades/Maps/WorldMap.cs","Server.Items","class:WorldMap","Items:Trades"
"Data/Scripts/Items/Trades/Misc/Bandage.cs","Server.Items","class:Bandage;class:InternalTarget;class:BandageContext;class:InternalTimer","Items:Trades"
"Data/Scripts/Items/Trades/Misc/FireHorn.cs","Server.Items","class:FireHorn;class:InternalTarget","Items:Trades"
"Data/Scripts/Items/Trades/Misc/RecipeScroll.cs","Server.Items","class:RecipeScroll","Items:Trades"
"Data/Scripts/Items/Trades/Misc/RepairDeed.cs","Server.Items","class:RepairDeed;class:RepairSkillInfo;enum:RepairSkillType","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/BambooFlute.cs","Server.Items","class:BambooFlute","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/BaseInstrument.cs","Server.Items","enum:InstrumentQuality;class:BaseInstrument;class:InternalTimer","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/Drums.cs","Server.Items","class:Drums","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/Fiddle.cs","Server.Items","class:Fiddle","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/Harp.cs","Server.Items","class:Harp","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/LapHarp.cs","Server.Items","class:LapHarp","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/Lute.cs","Server.Items","class:Lute","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/MagicHorn.cs","Server.Items","class:MagicHorn","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/Pipes.cs","Server.Items","class:Pipes","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/Tambourine.cs","Server.Items","class:Tambourine","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/TambourineTassel.cs","Server.Items","class:TambourineTassel","Items:Trades"
"Data/Scripts/Items/Trades/Musical Instruments/Trumpet.cs","Server.Items","class:Trumpet","Items:Trades"
"Data/Scripts/Items/Trades/Ninjitsu/EggBomb.cs","Server.Items","class:EggBomb","Items:Trades"
"Data/Scripts/Items/Trades/Ninjitsu/Fukiya.cs","Server.Items","class:Fukiya","Items:Trades"
"Data/Scripts/Items/Trades/Ninjitsu/FukiyaDarts.cs","Server.Items","class:FukiyaDarts","Items:Trades"
"Data/Scripts/Items/Trades/Ninjitsu/LeatherNinjaBelt.cs","Server.Items","class:LeatherNinjaBelt","Items:Trades"
"Data/Scripts/Items/Trades/Ninjitsu/NinjaWeapons.cs","Server.Items","interface:INinjaAmmo;interface:INinjaWeapon;class:NinjaWeapon;class:LoadEntry;class:UnloadEntry","Items:Trades"
"Data/Scripts/Items/Trades/Ninjitsu/Shuriken.cs","Server.Items","class:Shuriken","Items:Trades"
"Data/Scripts/Items/Trades/Ninjitsu/SmokeBomb.cs","Server.Items","class:SmokeBomb","Items:Trades"
"Data/Scripts/Items/Trades/Plants/Potted/EmptyPots.cs","Server.Items","class:SmallEmptyPot;class:LargeEmptyPot","Items:Trades"
"Data/Scripts/Items/Trades/Plants/Potted/PottedCactus.cs","Server.Items","class:PottedCactus;class:PottedCactus1;class:PottedCactus2;class:PottedCactus3;class:PottedCactus4;class:PottedCactus5","Items:Trades"
"Data/Scripts/Items/Trades/Plants/Potted/PottedPlants.cs","Server.Items","class:PottedPlant;class:PottedPlant1;class:PottedPlant2","Items:Trades"
"Data/Scripts/Items/Trades/Plants/Potted/PottedTrees.cs","Server.Items","class:PottedTree;class:PottedTree1","Items:Trades"
"Data/Scripts/Items/Trades/Resources/MiscMLResources.cs","Server.Items","class:Blight;class:LuminescentFungi;class:CapturedEssence;class:EyeOfTheTravesty;class:Corruption;class:DreadHornMane;class:ParasiticPlant;class:Muculent;class:DiseasedBark;class:BarkFragment;class:GrizzledBones;class:LardOfParoxysmus;class:PerfectEmerald;class:DarkSapphire;class:Turquoise;class:EcruCitrine;class:WhitePearl;class:FireRuby;class:BlueDiamond;class:BrilliantAmber;class:Scourge;class:Putrefication;class:Taint;class:PristineDreadHorn;class:SwitchItem","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Arrows/Arrow.cs","Server.Items","class:Arrow","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Arrows/Bolt.cs","Server.Items","class:Bolt","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Arrows/Feather.cs","Server.Items","class:Feather","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Arrows/Shaft.cs","Server.Items","class:Shaft","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofAmethyst.cs","Server.Items","class:AmethystIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofCaddellite.cs","Server.Items","class:CaddelliteIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofEmerald.cs","Server.Items","class:EmeraldIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofGarnet.cs","Server.Items","class:GarnetIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofIce.cs","Server.Items","class:IceIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofJade.cs","Server.Items","class:JadeIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofMarble.cs","Server.Items","class:MarbleIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofOnyx.cs","Server.Items","class:OnyxIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofQuartz.cs","Server.Items","class:QuartzIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofRuby.cs","Server.Items","class:RubyIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofSapphire.cs","Server.Items","class:SapphireIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofSpinel.cs","Server.Items","class:SpinelIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofStarRuby.cs","Server.Items","class:StarRubyIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/BlockofTopaz.cs","Server.Items","class:TopazIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/CaddelliteOre.cs","Server.Items","class:CaddelliteOre","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/DugUpCoal.cs","Server.Items","class:DugUpCoal","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/DugUpZinc.cs","Server.Items","class:DugUpZinc","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/HardCrystals.cs","Server.Items","class:HardCrystals","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/HardScales.cs","Server.Items","class:HardScales","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/Ingots.cs","Server.Items","class:BaseIngot;class:IronIngot;class:DullCopperIngot;class:ShadowIronIngot;class:CopperIngot;class:BronzeIngot;class:GoldIngot;class:AgapiteIngot;class:VeriteIngot;class:ValoriteIngot;class:SteelIngot;class:BrassIngot;class:MithrilIngot;class:DwarvenIngot;class:XormiteIngot;class:ObsidianIngot;class:NepturiteIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/Ore.cs","Server.Items","class:BaseOre;class:InternalTarget;class:IronOre;class:DullCopperOre;class:ShadowIronOre;class:CopperOre;class:BronzeOre;class:GoldOre;class:AgapiteOre;class:VeriteOre;class:ValoriteOre;class:ObsidianOre;class:MithrilOre;class:DwarvenOre;class:XormiteOre;class:NepturiteOre","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/RareMetals.cs","Server.Items","class:RareMetals","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/Scales.cs","Server.Items","class:BaseScales;class:RedScales;class:YellowScales;class:BlackScales;class:GreenScales;class:WhiteScales;class:BlueScales;class:DinosaurScales","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Blacksmithing/ShinySilverIngot.cs","Server.Items","class:ShinySilverIngot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Fishing/BigFish.cs","Server.Items","class:BigFish","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Fishing/Fish.cs","Server.Items","class:Fish","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Fishing/MagicFish.cs","Server.Items","class:BaseMagicFish;class:PrizedFish;class:WondrousFish;class:TrulyRareFish;class:PeculiarFish","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Masonry/Granite.cs","Server.Items","class:BaseGranite;class:Granite;class:DullCopperGranite;class:ShadowIronGranite;class:CopperGranite;class:BronzeGranite;class:GoldGranite;class:AgapiteGranite;class:VeriteGranite;class:ValoriteGranite;class:ObsidianGranite;class:MithrilGranite;class:DwarvenGranite;class:XormiteGranite;class:NepturiteGranite","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/BagOfAlchemicReagents.cs","Server.Items","class:BagOfAlchemicReagents","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/BagOfAllReagents.cs","Server.Items","class:BagOfAllReagents","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/BagOfNecroReagents.cs","Server.Items","class:BagOfNecroReagents","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/BagOfReagents.cs","Server.Items","class:BagOfReagents","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/BaseReagent.cs","Server.Items","class:BaseReagent","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/DaemonBone.cs","Server.Items","class:DaemonBone","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/DeadWood.cs","Server.Items","class:DeadWood","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Reagents.cs","Server.Items","class:reagents_magic_jar1;class:reagents_magic_jar2;class:reagents_magic_jar3","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/BeetleShell.cs","Server.Items","class:BeetleShell","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/Brimstone.cs","Server.Items","class:Brimstone","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/ButterflyWings.cs","Server.Items","class:ButterflyWings","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/EyeOfToad.cs","Server.Items","class:EyeOfToad","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/FairyEgg.cs","Server.Items","class:FairyEgg","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/GargoyleEar.cs","Server.Items","class:GargoyleEar","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/MoonCrystal.cs","Server.Items","class:MoonCrystal","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/PixieSkull.cs","Server.Items","class:PixieSkull","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/RedLotus.cs","Server.Items","class:RedLotus","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/SeaSalt.cs","Server.Items","class:SeaSalt","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/SilverWidow.cs","Server.Items","class:SilverWidow","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Alchemy/SwampBerries.cs","Server.Items","class:SwampBerries","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Common/BlackPearl.cs","Server.Items","class:BlackPearl","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Common/Bloodmoss.cs","Server.Items","class:Bloodmoss","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Common/Garlic.cs","Server.Items","class:Garlic","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Common/Ginseng.cs","Server.Items","class:Ginseng","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Common/MandrakeRoot.cs","Server.Items","class:MandrakeRoot","Items:Trades"
"Data/Scripts/Items/Trades/Resources/Reagents/Common/Nightshade.cs","Server.Items","class:Nightshade","Items:Trades"
