"RecordType","Path","IncludePath","ExistsOnDisk","IncludedInScriptsProject","MissingCompileTarget","UnincludedSource","GeneratedOrOutput","DriftClass","LikelySystem","RuntimeMarkers","Types","Action"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/FieldStoneCityHallAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldstoneCityHallAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/MarbleCityHallAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityHallAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/NecroCityHallAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityHallAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/PlasterCityHallAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityHallAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/SandstoneCityHallAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityHallAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/StoneCityHallAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityHallAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/WoodCityHallAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityHallAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/AsianCityHealerAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityHealerAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/FieldstoneCityHealerAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldstoneCityHealerAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/MarbleCityHealerAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityHealerAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/NecroCityHealerAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityHealerAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/PlasterCityHealerAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityHealerAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/SandstoneCityHealerAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityHealerAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/StoneCityHealerAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityHealerAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/WoodCityHealerAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityHealerAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Markets/AsianMarketAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityMarketAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Markets/FieldstoneMarketAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldstoneCityMarketAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Markets/MarbleMarketAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityMarketAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Markets/NecroMarketAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityMarketAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Markets/PlasterMarketAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityMarketAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Markets/SandstoneMarketAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityMarketAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Markets/StoneMarketAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityMarketAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Markets/WoodMarketAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityMarketAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Moongates/AsianCityMoongateAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityMoongateAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Moongates/MarbleCityMoongateAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityMoongateAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Moongates/NecroCityMoongateAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityMoongateAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Moongates/SandstoneCityMoongateAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityMoongateAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Moongates/StoneCityMoongateAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityMoongateAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Moongates/WoodCityMoongateAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityMoongateAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Parks & Gardens/LargeCityGardenAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:LargeCityGardenAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Parks & Gardens/LargeCityParkAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:LargeCityParkAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Parks & Gardens/MedCityGardenAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:MedCityGardenAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Parks & Gardens/MedCityParkAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:MedCityParkAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Parks & Gardens/SmallCityGardenAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:SmallCityGardenAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Parks & Gardens/SmallCityParkAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:SmallCityParkAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Stable/AsianCityStableAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityStableAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Stable/FieldstoneCityStableAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldstoneCityStableAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Stable/MarbleCityStableAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityStableAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Stable/NecroCityStableAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityStableAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Stable/PlasterCityStableAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityStableAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Stable/SandstoneCityStableAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityStableAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Stable/StoneCityStableAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityStableAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Stable/WoodCityStableAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityStableAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Taverns/AsianCityTavernAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityTavernAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Taverns/FieldstoneCityTavernAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldstoneCityTavernAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Taverns/MarbleCityTavernAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityTavernAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Taverns/NecroCityTavernAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityTavernAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Taverns/PlasterCityTavernAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityTavernAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Taverns/SandstoneCityTavernAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityTavernAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Taverns/StoneCityTavernAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityTavernAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Taverns/WoodCityTavernAddon.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityTavernAddon","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/CityDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:CityPlacementTarget;class:CityDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Banks/AsianCityBankDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityBankDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Banks/FieldstoneCityBankDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldstoneCityBankDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Banks/MarbleCityBankDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityBankDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Banks/NecroCityBankDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityBankDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Banks/PlasterCityBankDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityBankDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Banks/SandstoneCityBankDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityBankDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Banks/StoneCityBankDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityBankDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Banks/WoodCityBankDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityBankDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/City Halls/AsainCityHallDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityHallDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/City Halls/FieldStoneCityHallDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldStoneCityHallDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/City Halls/MarbleCityHallDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityHallDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/City Halls/NecroCityHallDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityHallDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/City Halls/PlasterCityHallDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityHallDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/City Halls/SandstoneCityHallDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityHallDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/City Halls/StoneCityHallDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityHallDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/City Halls/WoodCityHallDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityHallDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/AsianCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityHealerDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/FieldstoneCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldstoneCityHealerDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/MarbleCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityHealerDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/NecroCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityHealerDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/PlasterCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityHealerDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/SandstoneCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityHealerDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/StoneCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityHealerDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/WoodCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityHealerDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/AsianCityMarketDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityMarketDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/FieldstoneCityMarketDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldStoneCityMarketDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/MarbleCityMarketDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityMarketDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/NecroCityMarketDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityMarketDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/PlasterCityMarketDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityMarketDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/SandstoneCityMarketDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityMarketDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/StoneCityMarketDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityMarketDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/WoodCityMarketDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityMarketDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/AsianCityMoongateDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityMoongateDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/MarbleCityMoongateDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityMoongateDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/NecroCityMoongateDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityMoongateDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/SandstoneCityMoongateDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityMoongateDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/StoneCityMoongateDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityMoongateDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/WoodCityMoongateDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityMoongateDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/LargeCityGardenDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:LargeCityGardenDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/LargeCityParkDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:LargeCityParkDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/MediumCityGardenDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:MediumCityGardenDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/MediumCityParkDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:MediumCityParkDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/SmallCityGardenDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:SmallCityGardenDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/SmallCityParkDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:SmallCityParkDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/AsainCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityStableDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/FieldstoneCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldstoneCityStableDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/MarbleCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityStableDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/NecroCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityStableDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/PlasterCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityStableDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/SandstoneCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityStableDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/StoneCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityStableDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/WoodCityHealerDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityStableDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/AsianCityTavernDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:AsianCityTavernDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/FieldstoneCityTavernDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:FieldstoneCityTavernDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/MarbleCityTavernDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:MarbleCityTavernDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/NecroCityTavernDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:NecroCityTavernDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/PlasterCityTavernDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:PlasterCityTavernDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/SandstoneCityTavernDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:SandstoneCityTavernDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/StoneCityTavernDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:StoneCityTavernDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/WoodCityTavernDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:WoodCityTavernDeed","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Misc/CityMallToken.cs","","True","True","False","False","False","","Custom:Government System","","class:CityMallToken","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Misc/CityVendorDismissTimer.cs","","True","True","False","False","False","","Custom:Government System","CustomTimerSubclass","class:CityVendorDismiss","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Misc/MoveVendorTarget.cs","","True","True","False","False","False","","Custom:Government System","","class:MoveVendorTarget","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Signs/CivicSign.cs","","True","True","False","False","False","","Custom:Government System","SendGump","class:CivicSign","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Signs/RecCivicSign.cs","","True","True","False","False","False","","Custom:Government System","","class:RecCivicSign","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Stones/CityBankStone.cs","","True","True","False","False","False","","Custom:Government System","OnSpeech","class:CityBankStone","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Stones/CityManagementStone.cs","","True","True","False","False","False","","Custom:Government System","CommandSystem.Register;CustomTimerSubclass;Initialize;SendGump","class:JoinCityTarget;class:CitySponsorTarget;class:CityManagementStone;class:CityUpdateTarget;class:CityUpdateTimer","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Stones/CityResurrectionStone.cs","","True","True","False","False","False","","Custom:Government System","SendGump","class:ResStone;class:CityResurrectEntry;class:CityLockKarmaEntry;class:CityTitheEntry;class:TitheEntry;class:CityResurrectionStone","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Stones/CityStableStone.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;OnSpeech;SendGump","class:CityStableStone;class:StableEntry;class:ClaimAllEntry;class:StableTarget;class:ClaimListGump","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Items/Stones/CityVotingStone.cs","","True","True","False","False","False","","Custom:Government System","CustomTimerSubclass;SendGump","class:CityVotingStone;class:CityElectionTimer","Keep"
"SourceFile","Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/LandLord.cs","","True","True","False","False","False","","Custom:Government System","Initialize;OnSpeech","class:BaseLandLord;class:InternalTarget;class:LandLord","Keep"
"SourceFile","Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/MallToken.cs","","True","True","False","False","False","","Custom:Government System","","enum:MallDuration;class:VendorMallToken","Keep"
"SourceFile","Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/SBLandLord.cs","","True","True","False","False","False","","Custom:Government System","","class:SBLandLord;class:InternalBuyInfo;class:InternalSellInfo","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Prompts/CitizenTitleChangePrompt.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;SendGump","class:CitizenTitleChangePrompt","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Prompts/CityCorpseFeePrompt.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;SendGump","class:CityCorpseFeePrompt","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Prompts/CityNamePrompt.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;SendGump","class:CityNamePrompt","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Prompts/CityResFeePrompt.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;SendGump","class:CityResFeePrompt","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Prompts/CityTaxesIncomePrompt.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;SendGump","class:CityTaxesIncomePrompt","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Prompts/CityTaxesPropertyPrompt.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;SendGump","class:CityTaxesPropertyPrompt","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Prompts/CityTaxesTravelPrompt.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;SendGump","class:CityTaxesTravelPrompt","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Prompts/CityTreasuryDepoistPrompt.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;SendGump","class:CityTreasuryDepoistPrompt","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Prompts/CityTreasuryWithdrawPrompt.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;SendGump","class:CityTreasuryWithdrawPrompt","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Prompts/CityURLPrompt.cs","","True","True","False","False","False","","Custom:Government System","OnResponse;SendGump","class:CityURLPrompt","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Regions/CityMarketRegion.cs","","True","True","False","False","False","","Custom:Government System","RegionOverride","class:CityMarketRegion","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Regions/PlayerCityRegion.cs","","True","True","False","False","False","","Custom:Government System","OnSpeech;RegionOverride","class:CityLockDownTarget;class:CityReleaseTarget;class:CityBanTarget;class:PlayerCityRegion","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Resourcebox/CityResourceBox.cs","","True","True","False","False","False","","Custom:Government System","","class:CityResourceBox","Keep"
"SourceFile","Data/Scripts/Custom/Government System/Resourcebox/CityResourceBoxDeed.cs","","True","True","False","False","False","","Custom:Government System","","class:CityResourceBoxDeed;class:CityBoxTarget","Keep"
