"Marker","File","Line","LikelySystem","Notes"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildDeclarePeaceGump.cs","55","System:Gumps","m_Mobile.SendGump(new GuildDeclarePeaceGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildDeclarePeaceGump.cs","57","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildDeclarePeaceGump.cs","65","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildDeclareWarGump.cs","91","System:Gumps","m_Mobile.SendGump(new GuildWarAdminGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildDeclareWarGump.cs","99","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildDeclareWarPrompt.cs","27","System:Gumps","m_Mobile.SendGump(new GuildWarAdminGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildDeclareWarPrompt.cs","45","System:Gumps","m_Mobile.SendGump(new GuildDeclareWarGump(m_Mobile, m_Guild, guilds));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildDeclareWarPrompt.cs","49","System:Gumps","m_Mobile.SendGump(new GuildWarAdminGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildDismissGump.cs","51","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildDismissGump.cs","63","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildGump.cs","183","System:Gumps","m_Mobile.SendGump(new DeclareFealtyGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildGump.cs","192","System:Gumps","m_Mobile.SendGump(new GuildGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildGump.cs","199","System:Gumps","m_Mobile.SendGump(new GuildRosterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildGump.cs","212","System:Gumps","m_Mobile.SendGump(new GuildCandidatesGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildGump.cs","219","System:Gumps","m_Mobile.SendGump(new GuildCharterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildGump.cs","232","System:Gumps","m_Mobile.SendGump(new GuildWarGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildGump.cs","244","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildmasterGump.cs","95","System:Gumps","m_Mobile.SendGump(new GuildGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildmasterGump.cs","116","System:Gumps","m_Mobile.SendGump(new GuildChangeTypeGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildmasterGump.cs","130","System:Gumps","m_Mobile.SendGump(new GuildDismissGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildmasterGump.cs","137","System:Gumps","m_Mobile.SendGump(new GuildWarAdminGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildmasterGump.cs","144","System:Gumps","m_Mobile.SendGump(new GuildAdminCandidatesGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildmasterGump.cs","158","System:Gumps","m_Mobile.SendGump(new GrantGuildTitleGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildmasterGump.cs","178","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildNamePrompt.cs","25","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildNamePrompt.cs","52","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildRejectWarGump.cs","49","System:Gumps","m_Mobile.SendGump(new GuildRejectWarGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildRejectWarGump.cs","51","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildRejectWarGump.cs","59","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildRescindDeclarationGump.cs","49","System:Gumps","m_Mobile.SendGump("
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildRescindDeclarationGump.cs","53","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildRescindDeclarationGump.cs","61","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildRosterGump.cs","37","System:Gumps","m_Mobile.SendGump(new GuildGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildTitlePrompt.cs","29","System:Gumps","m_Leader.SendGump(new GuildmasterGump(m_Leader, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildTitlePrompt.cs","48","System:Gumps","m_Leader.SendGump(new GuildmasterGump(m_Leader, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildWarAdminGump.cs","87","System:Gumps","m_Mobile.SendGump(new GuildDeclarePeaceGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildWarAdminGump.cs","94","System:Gumps","m_Mobile.SendGump(new GuildAcceptWarGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildWarAdminGump.cs","101","System:Gumps","m_Mobile.SendGump(new GuildRejectWarGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildWarAdminGump.cs","108","System:Gumps","m_Mobile.SendGump(new GuildRescindDeclarationGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildWarAdminGump.cs","115","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildWarGump.cs","113","System:Gumps","m_Mobile.SendGump(new GuildGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildWebsitePrompt.cs","25","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/GuildWebsitePrompt.cs","42","System:Gumps","m_Mobile.SendGump(new GuildmasterGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/RecruitTarget.cs","98","System:Gumps","m_Mobile.SendGump(new GuildGump(m_Mobile, m_Guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/BaseGuildGump.cs","67","System:Gumps","pm.SendGump(new GuildInfoGump(pm, guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/BaseGuildGump.cs","72","System:Gumps","pm.SendGump(new GuildRosterGump(pm, guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/BaseGuildGump.cs","77","System:Gumps","pm.SendGump(new GuildDiplomacyGump(pm, guild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/BaseGuildListGump.cs","200","System:Gumps","pm.SendGump("
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/BaseGuildListGump.cs","214","System:Gumps","pm.SendGump("
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/BaseGuildListGump.cs","228","System:Gumps","pm.SendGump("
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/BaseGuildListGump.cs","249","System:Gumps","pm.SendGump(GetResentGump(player, guild, comparer, m_Ascending, m_Filter, 0));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/BaseGuildListGump.cs","253","System:Gumps","pm.SendGump(GetObjectInfoGump(player, guild, m_List[id - 200]));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/BaseGuildListGump.cs","269","System:Gumps","player.SendGump("
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/DiplomacyGump.cs","391","System:Gumps","pm.SendGump("
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/GuildInfoGump.cs","117","System:Gumps","pm.SendGump(new AllianceInfo.AllianceRosterGump(pm, guild, guild.Alliance));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/GuildInfoGump.cs","127","System:Gumps","pm.SendGump(new GuildInfoGump(pm, guild, true));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/GuildMemberInfoGump.cs","119","System:Gumps","pm.SendGump("
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/GuildMemberInfoGump.cs","227","System:Gumps","pm.SendGump("
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/GuildRosterGump.cs","295","System:Gumps","targ.SendGump(new GuildInvitationRequest(targ, guild, pm));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/OtherGuildInfo.cs","320","System:Gumps","pm.SendGump(new WarDeclarationGump(pm, guild, otherGuild));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/OtherGuildInfo.cs","437","System:Gumps","pm.SendGump(new WarDeclarationGump(pm, guild, m_Other));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/OtherGuildInfo.cs","531","System:Gumps","pm.SendGump(new AllianceInfo.AllianceRosterGump(pm, guild, alliance));"
"SendGump","Data/Scripts/System/Gumps/Guilds/New Guild System/War Declaration gump.cs","167","System:Gumps","pm.SendGump(new OtherGuildInfo(pm, guild, m_Other));"
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","355","System:Gumps","from.SendGump(new PropertiesGump(from, entry.m_Object, m_Stack, null));"
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","363","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","372","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","402","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","424","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","428","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","432","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","436","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","448","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","461","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","478","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","482","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","495","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","509","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","512","System:Gumps","from.SendGump(new SkillsGump(from, (Mobile)m_Object));"
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","519","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/PropsGump.cs","528","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetBodyGump.cs","173","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetBodyGump.cs","204","System:Gumps","m_Mobile.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetBodyGump.cs","224","System:Gumps","m_Mobile.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetBodyGump.cs","240","System:Gumps","m_Mobile.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetBodyGump.cs","280","System:Gumps","m_Mobile.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetCustomEnumGump.cs","80","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetGump.cs","301","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetGump.cs","367","System:Gumps","m_Mobile.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetGump.cs","404","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetListOptionGump.cs","253","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetObjectGump.cs","257","System:Gumps","m_Mobile.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetObjectGump.cs","328","System:Gumps","m_Mobile.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetObjectGump.cs","353","System:Gumps","m_Mobile.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetObjectGump.cs","454","System:Gumps","m_Mobile.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetObjectGump.cs","467","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, viewProps));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetObjectTarget.cs","81","System:Gumps","from.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetObjectTarget.cs","83","System:Gumps","from.SendGump("
"SendGump","Data/Scripts/System/Gumps/Properties/SetPoint2DGump.cs","261","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetPoint2DGump.cs","344","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetPoint3DGump.cs","274","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetPoint3DGump.cs","359","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Gumps/Properties/SetTimeSpanGump.cs","281","System:Gumps","m_Mobile.SendGump(new PropertiesGump(m_Mobile, m_Object, m_Stack, m_List, m_Page));"
"SendGump","Data/Scripts/System/Help/PageQueue.cs","245","System:Help","e.Mobile.SendGump(new PageEntryGump(e.Mobile, entry));"
"SendGump","Data/Scripts/System/Help/PageQueue.cs","249","System:Help","e.Mobile.SendGump(new PageQueueGump());"
"SendGump","Data/Scripts/System/Help/ServerSettings.cs","103","System:Help","from.SendGump(new SettingInfoGump(from, info.ButtonID, 12));"
"SendGump","Data/Scripts/System/Help/ServerSettings.cs","786","System:Help","from.SendGump(new Server.Engines.Help.ServerSettingsGump(from, m_Origin));"
"SendGump","Data/Scripts/System/Help/SpeechLog.cs","81","System:Help","from.SendGump(gump);"
"SendGump","Data/Scripts/System/Help/StuckMenu.cs","259","System:Help","m_Mobile.SendGump(new Server.Engines.Help.HelpGump(m_Mobile, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","96","System:Help","mobile.SendGump(new HelpGump(mobile, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2173","System:Help","from.SendGump(new InfoHelpGump(from, info.ButtonID, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2177","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 7));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2367","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, info.ButtonID));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2373","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, info.ButtonID));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2384","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, info.ButtonID));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2399","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 7));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2410","System:Help","Joeku.MOTD.MOTD_Utility.SendGump(from, false, 0, 1);"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2415","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, info.ButtonID));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2421","System:Help","from.SendGump(new QuickBar(from));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2427","System:Help","from.SendGump(new RegBar(from));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2432","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2439","System:Help","from.SendGump(new MyLibrary(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2445","System:Help","from.SendGump(new Server.Statistics.StatisticsGump(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2473","System:Help","from.SendGump(menu);"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2486","System:Help","from.SendGump(new WealthBar(from));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2493","System:Help","from.SendGump(new MyChat(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2498","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, info.ButtonID));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2511","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2524","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2539","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2554","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2560","System:Help","from.SendGump(new LootChoices(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2566","System:Help","from.SendGump(new SkillTitleGump(from));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2579","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2592","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2613","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2628","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2651","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2657","System:Help","from.SendGump(new Server.Items.RacePotions.RacePotionsGump(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2667","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2676","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2685","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2694","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2707","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2720","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2741","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2754","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2760","System:Help","from.SendGump(new MusicPlaylist(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2766","System:Help","from.SendGump(new SetupBarsBard1(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2772","System:Help","from.SendGump(new SetupBarsBard2(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2778","System:Help","from.SendGump(new SetupBarsKnight1(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2784","System:Help","from.SendGump(new SetupBarsKnight2(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2790","System:Help","from.SendGump(new SetupBarsDeath1(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2796","System:Help","from.SendGump(new SetupBarsDeath2(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2802","System:Help","from.SendGump(new SetupBarsMage1(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2808","System:Help","from.SendGump(new SetupBarsMage2(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2814","System:Help","from.SendGump(new SetupBarsMage3(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2820","System:Help","from.SendGump(new SetupBarsMage4(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2826","System:Help","from.SendGump(new SetupBarsNecro1(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2832","System:Help","from.SendGump(new SetupBarsNecro2(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2838","System:Help","from.SendGump(new SetupBarsPriest1(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2844","System:Help","from.SendGump(new SetupBarsPriest2(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2849","System:Help","from.SendGump(new CustomTitleGump(from));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2855","System:Help","from.SendGump(new SetupBarsArch1(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2861","System:Help","from.SendGump(new SetupBarsArch2(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2867","System:Help","from.SendGump(new SetupBarsArch3(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2873","System:Help","from.SendGump(new SetupBarsArch4(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2879","System:Help","from.SendGump(new SetupBarsMonk1(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2885","System:Help","from.SendGump(new SetupBarsMonk2(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2891","System:Help","from.SendGump(new SetupBarsElement1(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2897","System:Help","from.SendGump(new SetupBarsElement2(from, 1));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2903","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2909","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2915","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2921","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2927","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2933","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2939","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","2945","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/System/Help/Gumps/HelpGump.cs","3916","System:Help","from.SendGump(new Server.Engines.Help.HelpGump(from, m_Origin));"
"SendGump","Data/Scripts/System/Help/Gumps/PagePromptGump.cs","49","System:Help","m_From.SendGump(new PagePromptGump(m_From, m_Type));"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","40","System:Help","m_Mobile.SendGump(new PageResponseGump(m_Mobile, m_Name, m_Text));"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","149","System:Help","state.Mobile.SendGump(new PageQueueGump());"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","452","System:Help","m_From.SendGump(new PredefGump(m_From, resp));"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","471","System:Help","m_From.SendGump(new PredefGump(m_From, resp));"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","482","System:Help","m_From.SendGump(new PredefGump(m_From, null));"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","495","System:Help","m_From.SendGump(new PredefGump(m_From, null));"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","515","System:Help","m_From.SendGump(new PredefGump(m_From, null));"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","526","System:Help","m_From.SendGump(new PredefGump(m_From, m_Response));"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","538","System:Help","m_From.SendGump(new PredefGump(m_From, m_Response));"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","792","System:Help","state.Mobile.SendGump(new PageQueueGump());"
"SendGump","Data/Scripts/System/Help/Gumps/PageQueueGump.cs","981","System:Help","m_Entry.Sender.SendGump("
